Dock Index,Enzyme Index,Substrate Index,Label,score,logit,prob,Predicted,Error_Type
1,19,1,1,-1.3437905,-1.3437905,0.2068874,0,False Negative
2,131,2,1,-2.675681,-2.675681,0.0644237,0,False Negative
3,131,3,0,0.20291877,0.20291877,0.55055636,1,False Positive
4,131,4,1,-5.10514,-5.10514,0.00602892,0,False Negative
5,246,5,1,-0.10103537,-0.10103537,0.47476262,0,False Negative
11,200,11,1,-11.582362,-11.582362,9.329105e-06,0,False Negative
12,133,12,1,-5.1248937,-5.1248937,0.005911694,0,False Negative
13,181,13,1,-8.479446,-8.479446,0.00020765052,0,False Negative
14,181,14,1,-7.309933,-7.309933,0.00066841464,0,False Negative
15,181,15,1,-7.8929343,-7.8929343,0.00037323302,0,False Negative
17,242,17,1,-0.43816724,-0.43816724,0.39217776,0,False Negative
18,146,18,1,-3.997996,-3.997996,0.01802164,0,False Negative
19,47,19,1,-4.9865007,-4.9865007,0.006783195,0,False Negative
22,143,22,1,-4.381231,-4.381231,0.012355386,0,False Negative
23,97,23,1,-3.26604,-3.26604,0.03675477,0,False Negative
24,259,24,1,-4.1837506,-4.1837506,0.015012428,0,False Negative
25,175,25,1,-1.806566,-1.806566,0.14105366,0,False Negative
27,216,27,1,-12.994491,-12.994491,2.2728116e-06,0,False Negative
28,157,28,1,-5.3461957,-5.3461957,0.0047436394,0,False Negative
39,118,39,1,-4.9655595,-4.9655595,0.0069257473,0,False Negative
40,24,40,1,-0.8448543,-0.8448543,0.3005134,0,False Negative
46,19,46,1,-0.07850304,-0.07850304,0.48038432,0,False Negative
47,19,47,1,-0.2011716,-0.2011716,0.44987604,0,False Negative
48,44,48,1,-3.199783,-3.199783,0.039173886,0,False Negative
49,114,49,1,-5.303168,-5.303168,0.00495117,0,False Negative
50,26,50,1,-5.604308,-5.604308,0.00366846,0,False Negative
51,27,51,1,-10.219262,-10.219262,3.645986e-05,0,False Negative
52,27,52,1,-5.025534,-5.025534,0.006525219,0,False Negative
53,27,53,1,-10.530203,-10.530203,2.671649e-05,0,False Negative
54,291,54,1,-0.2755586,-0.2755586,0.431543,0,False Negative
55,291,55,1,-1.501812,-1.501812,0.18215543,0,False Negative
56,291,56,1,-0.8881006,-0.8881006,0.29150194,0,False Negative
57,290,50,1,-5.391367,-5.391367,0.004535081,0,False Negative
59,178,15,1,-6.177942,-6.177942,0.002070398,0,False Negative
60,178,58,1,-7.2182703,-7.2182703,0.0007325323,0,False Negative
61,10,1,1,-0.839872,-0.839872,0.30156174,0,False Negative
63,99,60,1,-8.451709,-8.451709,0.00021348963,0,False Negative
64,230,60,1,-8.392839,-8.392839,0.00022643199,0,False Negative
65,230,61,1,-6.0817657,-6.0817657,0.0022789347,0,False Negative
84,63,75,1,-2.0603793,-2.0603793,0.113007806,0,False Negative
85,248,12,1,-5.2884297,-5.2884297,0.005024312,0,False Negative
86,102,75,1,-6.861925,-6.861925,0.0010458018,0,False Negative
87,104,76,1,-6.7984495,-6.7984495,0.0011142604,0,False Negative
88,103,77,1,-5.3702607,-5.3702607,0.004631369,0,False Negative
89,13,78,1,-3.9311364,-3.9311364,0.019243773,0,False Negative
90,225,60,1,-8.309711,-8.309711,0.0002460545,0,False Negative
91,203,79,1,-5.484466,-5.484466,0.0041335933,0,False Negative
92,132,25,1,-2.62311,-2.62311,0.06766582,0,False Negative
93,132,80,1,-5.8811917,-5.8811917,0.0027836862,0,False Negative
94,115,12,1,-3.787731,-3.787731,0.022145405,0,False Negative
95,35,81,1,-1.8248508,-1.8248508,0.13885283,0,False Negative
96,198,48,1,-3.0176713,-3.0176713,0.046633895,0,False Negative
97,6,82,1,-6.971542,-6.971542,0.00093732576,0,False Negative
98,177,83,1,-1.5989654,-1.5989654,0.16812627,0,False Negative
99,177,24,1,-6.2821765,-6.2821765,0.0018658397,0,False Negative
102,170,24,1,-2.6230354,-2.6230354,0.06767053,0,False Negative
103,31,86,1,-5.968555,-5.968555,0.0025514087,0,False Negative
104,30,23,1,-4.3098426,-4.3098426,0.013257541,0,False Negative
112,168,93,1,-2.1435711,-2.1435711,0.10493351,0,False Negative
113,22,94,1,-3.7553105,-3.7553105,0.022858454,0,False Negative
114,45,39,1,-3.6985748,-3.6985748,0.024160601,0,False Negative
115,25,12,1,-4.1372037,-4.1372037,0.015716488,0,False Negative
120,14,24,1,-2.4911203,-2.4911203,0.076483026,0,False Negative
121,33,98,1,-8.916298,-8.916298,0.00013416608,0,False Negative
122,174,25,1,-5.065451,-5.065451,0.0062714834,0,False Negative
123,92,99,1,-5.0823827,-5.0823827,0.006166841,0,False Negative
128,127,104,1,-3.0767205,-3.0767205,0.04407779,0,False Negative
129,127,105,1,-3.3674335,-3.3674335,0.033328895,0,False Negative
132,139,108,1,-7.7448163,-7.7448163,0.00043279378,0,False Negative
134,138,110,0,1.4546368,1.4546368,0.810711,1,False Positive
138,70,113,1,-5.329906,-5.329906,0.004821169,0,False Negative
140,70,115,1,-2.5586948,-2.5586948,0.071844526,0,False Negative
142,69,117,1,-1.4428775,-1.4428775,0.19110014,0,False Negative
144,72,119,1,-13.908375,-13.908375,9.113164e-07,0,False Negative
145,72,120,1,-4.6281857,-4.6281857,0.009677895,0,False Negative
148,288,123,0,0.44425184,0.44425184,0.6092717,1,False Positive
149,288,124,1,-5.5229707,-5.5229707,0.0039780773,0,False Negative
156,255,131,0,1.0165608,1.0165608,0.73430216,1,False Positive
159,235,134,1,-1.2046766,-1.2046766,0.23064432,0,False Negative
161,285,136,1,-3.5387805,-3.5387805,0.028228723,0,False Negative
164,285,139,1,-3.2821987,-3.2821987,0.036186956,0,False Negative
167,84,142,1,-8.376734,-8.376734,0.00023010751,0,False Negative
168,84,143,1,-9.3740425,-9.3740425,8.489228e-05,0,False Negative
169,263,99,1,-2.4045231,-2.4045231,0.08282843,0,False Negative
171,262,145,1,-2.0833175,-2.0833175,0.110728875,0,False Negative
172,263,146,1,-2.8891823,-2.8891823,0.052690916,0,False Negative
179,77,75,1,-2.8194807,-2.8194807,0.056280512,0,False Negative
181,244,1,1,-1.3413446,-1.3413446,0.20728903,0,False Negative
182,18,46,1,-0.29463723,-0.29463723,0.42686898,0,False Negative
183,20,152,1,-0.7833926,-0.7833926,0.31358916,0,False Negative
187,189,153,1,-4.5226245,-4.5226245,0.010743801,0,False Negative
193,76,157,1,-11.159165,-11.159165,1.4243931e-05,0,False Negative
194,76,158,1,-5.9942493,-5.9942493,0.0024868478,0,False Negative
195,76,159,1,-9.572512,-9.572512,6.9611466e-05,0,False Negative
196,76,160,1,-8.710978,-8.710978,0.00016473996,0,False Negative
197,66,161,1,-7.723423,-7.723423,0.00044214827,0,False Negative
198,66,162,1,-4.8866587,-4.8866587,0.0074900715,0,False Negative
200,66,164,1,-4.262449,-4.262449,0.013892055,0,False Negative
205,65,169,1,-7.0957685,-7.0957685,0.0008279178,0,False Negative
206,74,170,1,-3.670604,-3.670604,0.024828916,0,False Negative
208,74,172,1,-10.053469,-10.053469,4.3034357e-05,0,False Negative
211,74,175,1,-6.908378,-6.908378,0.0009983795,0,False Negative
212,75,176,1,-3.2195852,-3.2195852,0.038435314,0,False Negative
213,75,151,1,-9.927867,-9.927867,4.879339e-05,0,False Negative
214,74,125,1,-5.32388,-5.32388,0.004850167,0,False Negative
216,85,178,1,-6.711406,-6.711406,0.0012154725,0,False Negative
217,60,179,1,-5.589101,-5.589101,0.0037244642,0,False Negative
218,85,180,1,-8.33213,-8.33213,0.00024060089,0,False Negative
223,59,185,1,-8.699533,-8.699533,0.00016663577,0,False Negative
224,9,186,1,-2.0935273,-2.0935273,0.109727524,0,False Negative
226,273,25,1,-2.0658917,-2.0658917,0.11245643,0,False Negative
228,272,98,1,-3.6074402,-3.6074402,0.026405046,0,False Negative
231,267,191,1,-0.7474126,-0.7474126,0.32138532,0,False Negative
232,274,192,1,-7.065948,-7.065948,0.0008529571,0,False Negative
236,7,160,1,-8.520447,-8.520447,0.00019931061,0,False Negative
237,220,193,1,-0.8302331,-0.8302331,0.30359578,0,False Negative
238,167,24,1,-0.033069387,-0.033069387,0.4917334,0,False Negative
250,220,205,1,-0.85749406,-0.85749406,0.2978632,0,False Negative
251,220,206,1,-0.42070886,-0.42070886,0.39634714,0,False Negative
252,95,207,1,-1.5052395,-1.5052395,0.18164538,0,False Negative
254,17,209,1,-2.2527661,-2.2527661,0.09511113,0,False Negative
257,120,5,1,-2.054958,-2.054958,0.11355235,0,False Negative
260,121,214,1,-4.012316,-4.012316,0.017769959,0,False Negative
261,119,215,1,-2.1006842,-2.1006842,0.10903034,0,False Negative
263,122,217,1,-3.1445897,-3.1445897,0.04130499,0,False Negative
266,277,220,1,-0.4206843,-0.4206843,0.396353,0,False Negative
272,207,120,1,-0.26502794,-0.26502794,0.43412814,0,False Negative
273,207,225,1,-1.7388904,-1.7388904,0.14945392,0,False Negative
274,206,226,1,-0.92816836,-0.92816836,0.28329647,0,False Negative
275,206,227,1,-2.215413,-2.215413,0.0983749,0,False Negative
284,67,177,1,-1.5395827,-1.5395827,0.17659594,0,False Negative
285,67,233,1,-1.2467062,-1.2467062,0.22327082,0,False Negative
286,67,234,1,-2.08896,-2.08896,0.1101745,0,False Negative
287,67,136,1,-0.14459436,-0.14459436,0.46391428,0,False Negative
288,68,235,1,-4.415423,-4.415423,0.011945032,0,False Negative
296,129,242,1,-1.2378747,-1.2378747,0.22480613,0,False Negative
297,112,243,1,-6.8488026,-6.8488026,0.0010596011,0,False Negative
300,111,245,1,-6.5273294,-6.5273294,0.0014607705,0,False Negative
308,142,60,1,-8.911552,-8.911552,0.0001348042,0,False Negative
312,158,254,0,2.2665386,2.2665386,0.9060676,1,False Positive
317,154,60,1,-7.7211566,-7.7211566,0.00044315108,0,False Negative
336,151,273,1,-3.2696636,-3.2696636,0.036626697,0,False Negative
337,152,60,1,-7.384928,-7.384928,0.00062015036,0,False Negative
339,151,275,1,-7.38858,-7.38858,0.0006178914,0,False Negative
345,204,17,1,-0.5408542,-0.5408542,0.36798888,0,False Negative
353,264,287,1,-1.895041,-1.895041,0.13067077,0,False Negative
367,204,301,1,-0.6070981,-0.6070981,0.35272145,0,False Negative
368,204,302,1,-1.3072314,-1.3072314,0.2129505,0,False Negative
369,204,303,1,-1.2943885,-1.2943885,0.21511093,0,False Negative
370,204,304,1,-0.43964687,-0.43964687,0.3918251,0,False Negative
371,204,305,1,-0.4259533,-0.4259533,0.39509305,0,False Negative
372,204,306,1,-5.869432,-5.869432,0.002816522,0,False Negative
373,204,307,1,-1.8142414,-1.8142414,0.14012629,0,False Negative
374,204,308,1,-1.2187734,-1.2187734,0.2281524,0,False Negative
375,204,309,1,-0.6699111,-0.6699111,0.33851674,0,False Negative
379,264,313,1,-1.1148874,-1.1148874,0.24696086,0,False Negative
380,264,314,1,-0.49336654,-0.49336654,0.37910083,0,False Negative
387,194,319,0,1.2811015,1.2811015,0.78263724,1,False Positive
391,193,323,0,1.8984563,1.8984563,0.8697167,1,False Positive
394,5,259,1,-5.904172,-5.904172,0.002720618,0,False Negative
396,247,326,1,-1.2508295,-1.2508295,0.22255659,0,False Negative
397,149,327,1,-3.4531443,-3.4531443,0.030675227,0,False Negative
398,149,328,1,-3.38095,-3.38095,0.032896157,0,False Negative
402,73,331,1,-5.322939,-5.322939,0.004854712,0,False Negative
404,73,125,1,-5.110267,-5.110267,0.0059982743,0,False Negative
405,73,332,1,-5.078048,-5.078048,0.0061934628,0,False Negative
406,160,333,1,-6.3942165,-6.3942165,0.0016684064,0,False Negative
407,130,134,1,-0.88526237,-0.88526237,0.29208848,0,False Negative
408,135,137,0,0.6661052,0.6661052,0.6606305,1,False Positive
409,135,134,1,-1.0928125,-1.0928125,0.25108904,0,False Negative
410,163,329,1,-0.25356966,-0.25356966,0.43694508,0,False Negative
411,163,334,1,-3.2452743,-3.2452743,0.03749707,0,False Negative
412,163,335,1,-2.430735,-2.430735,0.08085882,0,False Negative
413,279,336,1,-3.0701787,-3.0701787,0.04435425,0,False Negative
414,279,337,1,-1.8161316,-1.8161316,0.1398987,0,False Negative
416,279,339,1,-0.3986469,-0.3986469,0.4016375,0,False Negative
417,279,340,1,-7.3122973,-7.3122973,0.0006668373,0,False Negative
418,279,341,1,-3.0216444,-3.0216444,0.046457577,0,False Negative
419,163,342,1,-0.47859162,-0.47859162,0.38258475,0,False Negative
420,163,343,1,-4.3454123,-4.3454123,0.012800192,0,False Negative
421,163,344,1,-2.5773268,-2.5773268,0.07061196,0,False Negative
422,163,345,1,-1.7300944,-1.7300944,0.1505755,0,False Negative
423,163,346,1,-1.334579,-1.334579,0.20840296,0,False Negative
424,163,347,1,-0.19225127,-0.19225127,0.45208466,0,False Negative
427,163,350,1,-1.7377608,-1.7377608,0.14959759,0,False Negative
428,279,351,1,-2.149658,-2.149658,0.10436319,0,False Negative
429,278,352,1,-2.0138576,-2.0138576,0.11775562,0,False Negative
430,163,353,1,-5.904105,-5.904105,0.002720799,0,False Negative
431,163,354,1,-6.623982,-6.623982,0.0013263703,0,False Negative
433,163,356,1,-4.3965254,-4.3965254,0.012170136,0,False Negative
434,163,328,1,-4.003125,-4.003125,0.017931094,0,False Negative
435,163,357,1,-1.5343246,-1.5343246,0.17736182,0,False Negative
436,164,358,1,-2.9391391,-2.9391391,0.050252344,0,False Negative
437,162,359,1,-4.317196,-4.317196,0.01316169,0,False Negative
438,280,360,1,-4.154498,-4.154498,0.01545118,0,False Negative
439,163,361,1,-5.9773383,-5.9773383,0.0025291534,0,False Negative
440,163,362,1,-0.38882187,-0.38882187,0.40400094,0,False Negative
441,163,363,1,-4.8421454,-4.8421454,0.007828342,0,False Negative
442,163,364,1,-5.397969,-5.397969,0.004505374,0,False Negative
443,163,365,1,-3.586327,-3.586327,0.02695328,0,False Negative
444,163,366,1,-6.6005926,-6.6005926,0.0013577162,0,False Negative
445,163,367,1,-3.0837593,-3.0837593,0.04378216,0,False Negative
446,163,368,1,-4.6906476,-4.6906476,0.009097219,0,False Negative
448,279,370,1,-5.511559,-5.511559,0.00402355,0,False Negative
450,116,372,0,0.2640252,0.2640252,0.56562555,1,False Positive
452,162,374,1,-3.928402,-3.928402,0.01929545,0,False Negative
453,163,375,1,-6.163016,-6.163016,0.0021014672,0,False Negative
454,163,376,1,-0.64250404,-0.64250404,0.34468073,0,False Negative
455,163,377,1,-6.489411,-6.489411,0.0015171387,0,False Negative
458,163,327,1,-3.6641028,-3.6641028,0.024986813,0,False Negative
459,161,380,1,-0.1759155,-0.1759155,0.4561342,0,False Negative
463,12,381,1,-7.774027,-7.774027,0.00042033973,0,False Negative
468,105,386,1,-1.408859,-1.408859,0.19641408,0,False Negative
475,144,390,1,-5.9271965,-5.9271965,0.002658857,0,False Negative
476,144,391,1,-7.9325495,-7.9325495,0.00035874158,0,False Negative
478,208,392,1,-4.961762,-4.961762,0.0069519146,0,False Negative
479,34,326,1,-1.7400196,-1.7400196,0.14931045,0,False Negative
480,23,24,1,-6.2761254,-6.2761254,0.001877143,0,False Negative
481,256,393,1,-3.8913336,-3.8913336,0.020009542,0,False Negative
482,166,394,1,-6.19661,-6.19661,0.002032184,0,False Negative
483,172,395,1,-5.6746955,-5.6746955,0.0034199774,0,False Negative
484,172,75,1,-6.7569795,-6.7569795,0.0011613856,0,False Negative
485,172,259,1,-5.292218,-5.292218,0.005005409,0,False Negative
486,171,396,1,-0.47993344,-0.47993344,0.38226783,0,False Negative
487,134,24,1,-7.517798,-7.517798,0.00054303266,0,False Negative
488,196,153,1,-3.905297,-3.905297,0.019737558,0,False Negative
489,234,327,1,-4.590575,-4.590575,0.010045093,0,False Negative
507,2,120,1,-0.9916902,-0.9916902,0.27057835,0,False Negative
508,96,80,1,-11.362089,-11.362089,1.1627928e-05,0,False Negative
509,145,24,1,-3.6439693,-3.6439693,0.025482034,0,False Negative
510,243,259,1,-2.6767702,-2.6767702,0.064358085,0,False Negative
512,147,412,1,-3.4475129,-3.4475129,0.030843118,0,False Negative
513,281,413,1,-5.2265882,-5.2265882,0.005343119,0,False Negative
514,156,414,1,-6.414821,-6.414821,0.0016344369,0,False Negative
515,156,415,1,-4.401035,-4.401035,0.012116043,0,False Negative
516,109,416,1,-0.38432598,-0.38432598,0.40508395,0,False Negative
517,109,417,1,-0.6338216,-0.6338216,0.3466445,0,False Negative
518,180,418,1,-4.0614486,-4.0614486,0.016932406,0,False Negative
522,21,421,1,-3.133159,-3.133159,0.041760016,0,False Negative
526,183,425,1,-12.759711,-12.759711,2.8742634e-06,0,False Negative
528,210,426,1,-3.572811,-3.572811,0.027310044,0,False Negative
529,214,427,1,-9.661032,-9.661032,6.371469e-05,0,False Negative
530,228,428,1,-4.669178,-4.669178,0.00929281,0,False Negative
532,229,430,1,-1.3524206,-1.3524206,0.20547491,0,False Negative
536,217,433,1,-2.3087027,-2.3087027,0.090404764,0,False Negative
537,32,434,1,-12.333419,-12.333419,4.402125e-06,0,False Negative
