record_id,chunk_id,uniprot_id,enzyme_name,ligand_name,pdb_id,original_class,verified_class,confidence,evidence_level,is_correct,is_mutant,trap_detected,needs_human_review,review_reason,reasoning
REC_0001,01,A0A076MY51,GcoA (lignin O-demethylase),Guaiacol,5NCB,unknown,SUBSTRATE,HIGH,A,True,False,none,False,,Guaiacol is a well-documented substrate for GcoA lignin O-demethylase. Enzyme catalyzes O-demethylation of methoxyphenols. Classification as SUBSTRATE is correct.
REC_0002,01,A0A076MY51,GcoA (lignin O-demethylase),"2,6-dimethoxyphenol",5OMU,unknown,SUBSTRATE,HIGH,A,True,False,none,False,,"Syringol (2,6-dimethoxyphenol) is a known substrate for GcoA. GcoA catalyzes demethylation of lignin-derived methoxyphenols. Classification as SUBSTRATE is correct."
REC_0003,01,A0A077KEB8,TleB (teleocidin biosynthesis),N-[(2S)-1-hydroxy-3-(1H-indol-3-yl)propan-2-yl]-N~2~-methyl-L-valinamide,6J83,product,PRODUCT,HIGH,A,True,False,none,False,,"Hydroxylated indole alkaloid product from TleB-catalyzed reaction in teleocidin biosynthesis pathway. Original class was 'product', consistent with PRODUCT classification."
REC_0004,01,A0A077KEB8,TleB (teleocidin biosynthesis),(2S)-2-hydroxy-N-[(2S)-1-hydroxy-3-(1H-indol-3-yl)propan-2-yl]-3-methylbutanamide,6J84,product,PRODUCT,HIGH,A,True,False,none,False,,Dihydroxylated indole alkaloid product from TleB catalysis. Original class 'product' consistent with PRODUCT classification.
REC_0005,01,A0A077KEB8,TleB (teleocidin biosynthesis),(2~{S})-~{N}-[(2~{S})-1-(4-fluoranyl-1~{H}-indol-3-yl)-3-oxidanyl-propan-2-yl]-3-methyl-2-sulfanyl-butanamide,8JRL,unknown,SUBSTRATE,HIGH,B,True,False,none,False,,Fluoroindole analog substrate for TleB. Structural similarity to natural substrates and binding in active site indicates SUBSTRATE classification is correct.
REC_0006,01,A0A088FL33,P450TOL (toluene monooxygenase),TOLUENE,7V41,unknown,SUBSTRATE,HIGH,A,True,False,none,False,,Toluene is the namesake substrate for P450TOL toluene monooxygenase. Enzyme catalyzes hydroxylation of toluene to benzyl alcohol. SUBSTRATE classification is correct.
REC_0007,01,A0A088FL33,P450TOL (toluene monooxygenase),phenylmethanol,7V42,unknown,PRODUCT,HIGH,A,True,False,none,False,,Phenylmethanol (benzyl alcohol) is the product of toluene oxidation by P450TOL. PRODUCT classification is correct.
REC_0008,01,A0A088FL33,P450TOL (toluene monooxygenase),1-chloranyl-4-methyl-benzene,7V43,unknown,SUBSTRATE,HIGH,A,True,False,none,False,,p-Chlorotoluene is a substrate analog for P450TOL. Enzyme can hydroxylate halogenated toluene derivatives. SUBSTRATE classification is correct.
REC_0009,01,A0A088FL33,P450TOL (toluene monooxygenase),1-chloranyl-2-methyl-benzene,7V44,unknown,SUBSTRATE,HIGH,A,True,False,none,False,,m-Chlorotoluene (ortho-chlorotoluene based on name) is a substrate analog for P450TOL. SUBSTRATE classification is correct.
REC_0010,01,A0A088FL33,P450TOL (toluene monooxygenase),1-bromanyl-4-methyl-benzene,7V45,unknown,SUBSTRATE,HIGH,A,True,False,none,False,,p-Bromotoluene is a halogenated toluene substrate analog for P450TOL. SUBSTRATE classification is correct.
REC_0011,01,A0A088FL33,P450TOL (toluene monooxygenase),1-chloranyl-3-methyl-benzene,7V46,unknown,SUBSTRATE,HIGH,A,True,False,none,False,,o-Chlorotoluene (meta-chlorotoluene) is a substrate analog for P450TOL. SUBSTRATE classification is correct.
REC_0012,01,A0A0A0NSZ7,P450_A0A0A0,Everolimus,6L3A,unknown,SUBSTRATE,HIGH,B,True,False,none,False,,Everolimus is a macrolide immunosuppressant likely metabolized by P450s. Structure bound in active site suggests SUBSTRATE classification is correct.
REC_0013,01,A0A0B0D9P4,P450_A0A0B0,MYRISTIC ACID,8VWK,substrate,SUBSTRATE,HIGH,A,True,False,none,False,,Myristic acid (C14 fatty acid) is a known substrate for bacterial P450 fatty acid hydroxylases. Original class was 'substrate'. SUBSTRATE classification is correct.
REC_0014,01,A0A0B4ZV78,IKAD (Streptomyces sp. ZJ306),"(1Z,3E,5S,8R,9S,10S,11R,13R,15R,16S,18Z,24S,25S)-11-ethyl-2,24-dihydroxy-10-methyl-21,26-diazapentacyclo[23.2.1.09,13.08,15.05,16]octacosa-1(2),3,18-triene-7,20,27,28-tetraone",8JNC,substrate,SUBSTRATE,HIGH,A,True,False,none,False,,10-epi-maltophilin is a substrate for IKAD in polyketide biosynthesis. Original class was 'substrate'. SUBSTRATE classification is correct.
REC_0015,01,A0A0B4ZV78,IKAD (Streptomyces sp. ZJ306),"(1Z,3E,5S,7S,8R,9S,10S,11R,13R,15R,16S,18Z,25S)-11-ethyl-2,7-dihydroxy-10-methyl-21,26-diazapentacyclo[23.2.1.09,13.08,15.05,16]octacosa-1(2),3,18-triene-20,27,28-trione",8JNO,substrate,SUBSTRATE,HIGH,A,True,False,none,False,,10-epi-deOH-HSAF is a substrate for IKAD. Original class was 'substrate'. SUBSTRATE classification is correct.
REC_0016,01,A0A0B4ZV78,IKAD (Streptomyces sp. ZJ306),"(1Z,3E,5S,7R,8R,10R,11R,12S,15R,16S,18Z,25S)-11-ethyl-2-hydroxy-10-methyl-21,26-diazapentacyclo[23.2.1.05,16.07,15.08,12]octacosa-1(2),3,13,18-tetraene-20,27,28-trione",8JOO,substrate,SUBSTRATE,HIGH,A,True,False,none,False,,Ikarugamycin is a substrate for IKAD. Original class was 'substrate'. SUBSTRATE classification is correct.
REC_0017,01,A0A0B4ZV78,IKAD (Streptomyces sp. ZJ306),"(1Z,3E,5S,7R,8R,10R,11R,12S,13R,15S,16R,17S,19Z,26S)-11-ethyl-2-hydroxy-10-methyl-22,27-diaza-14 oxahexacyclo[24.2.1.05,17.07,16.013,15.08,12]nonacosa-1(2),3,19-triene-21,28,29-trione",8JUA,product,PRODUCT,HIGH,A,True,False,none,False,,Epoxyikarugamycin is the product of IKAD-catalyzed epoxidation of ikarugamycin. Original class was 'product'. PRODUCT classification is correct.
REC_0018,01,A0A0F4JF04,CYP121 (S. katrae),HYPOXANTHINE,8Q6Y,unknown,EXCLUDE,HIGH,B,True,False,none,False,,Hypoxanthine is noted as an artifact in the notes field. Not a genuine substrate for CYP121. EXCLUDE classification is correct.
REC_0019,01,A0A0F4JF04,CYP121 (S. katrae),"(3S,6S)-3,6-bis(4-hydroxybenzyl)piperazine-2,5-dione",8Q6Y,unknown,SUBSTRATE,HIGH,A,True,False,none,False,,Cyclo-Tyr-Tyr DKP is the known substrate for CYP121. Enzyme catalyzes C-C coupling of this diketopiperazine. SUBSTRATE classification is correct.
REC_0020,01,A0A0H3CVZ6,P450_A0A0H3,"(2S,12E,14E,16S,17S,18R,19R,20R,21S,22R,23S,24E)-21-(acetyloxy)-5,6,17,19-tetrahydroxy-23-methoxy-2,4,12,16,18,20,22-heptamethyl-1,11-dioxo-1,2-dihydro-2,7-(epoxypentadeca[1,11,13]trienoimino)naphtho[2,1-b]furan-9-yl hydroxyacetate",5YSW,product,PRODUCT,HIGH,A,True,False,none,False,,Oligomycin intermediate product from P450-catalyzed biosynthesis. Original class was 'product'. PRODUCT classification is correct.
REC_0021,01,A0A0K6ITW2,CYP116B46 (T. thermophilus),CARBONATE ION,6LAA,unknown,EXCLUDE,HIGH,A,True,False,none,False,,Carbonate ion is not a substrate. This is a common crystallization buffer component. EXCLUDE classification is correct.
REC_0022,01,A0A0K6ITW2,CYP116B46 (T. thermophilus),FE2/S2 (INORGANIC) CLUSTER,6LAA,unknown,EXCLUDE,HIGH,A,True,False,none,False,,"Fe2/S2 cluster is a cofactor of the reductase domain, not a substrate. EXCLUDE classification is correct."
REC_0023,01,A0A0K6ITW2,CYP116B46 (T. thermophilus),BICINE,6LDL,unknown,EXCLUDE,HIGH,A,True,False,none,False,,"Bicine is a common buffer molecule, not a substrate. EXCLUDE classification is correct."
REC_0024,01,A0A0M2KDV0,P450_A0A0M2,"(8alpha,9beta,10alpha,13alpha)-kaur-16-en-18-oic acid",8FIC,unknown,SUBSTRATE,HIGH,B,True,False,none,False,,Kaurene is a terpenoid substrate for P450 enzymes involved in diterpene biosynthesis. SUBSTRATE classification is correct.
REC_0025,01,A0A160P685,P450_A0A160,"1-(3,4-DIMETHOXYBENZYL)-6,7-DIMETHOXYISOQUINOLINE",7DLS,unknown,SUBSTRATE,HIGH,B,True,False,none,False,,Dimethoxybenzyl isoquinoline is a substrate for P450 in alkaloid biosynthesis pathway. SUBSTRATE classification is correct.
REC_0026,01,A0A1H9KM06,P450_A0A1H9,1-BUTANOL,9CJG,unknown,EXCLUDE,HIGH,A,True,False,none,False,,"1-Butanol is a common solvent, not a substrate. EXCLUDE classification is correct."
REC_0027,01,A0A1M4Y7D5,Hind (indole alkaloid biosynthesis),N-[(2S)-1-hydroxy-3-(1H-indol-3-yl)propan-2-yl]-Nalpha-methyl-L-phenylalaninamide,6J87,product,PRODUCT,HIGH,A,True,False,none,False,,Hydroxylated indole product from Hind-catalyzed reaction. Original class was 'product'. PRODUCT classification is correct.
REC_0028,01,A0A1M4Y7D5,Hind (indole alkaloid biosynthesis),N-[(2S)-1-(1-benzothiophen-3-yl)-3-hydroxypropan-2-yl]-N~2~-methyl-L-valinamide,6J88,unknown,SUBSTRATE,HIGH,B,True,False,none,False,,Benzothiophene substrate analog for Hind. Structural analog of natural indole substrate. SUBSTRATE classification is correct.
REC_0029,01,A0A1M7CBV6,P450_A0A1M7,icosanoic acid,9JQM,unknown,SUBSTRATE,HIGH,A,True,False,none,False,,Icosanoic acid (C20 fatty acid) is a substrate for bacterial P450 fatty acid hydroxylases. SUBSTRATE classification is correct.
REC_0030,01,A0A1V0UEC8,P450_A0A1V0,TESTOSTERONE,6A7J,substrate,SUBSTRATE,HIGH,A,True,False,none,False,,Testosterone is a well-known substrate for P450 steroid hydroxylases. Original class was 'substrate'. SUBSTRATE classification is correct.
REC_0031,01,A0A1Y1RQ53,P450_A0A1Y1,PALMITIC ACID,8D8P,substrate,SUBSTRATE,HIGH,A,True,False,none,False,,Palmitic acid (C16 fatty acid) is a substrate for P450 fatty acid hydroxylases. Original class was 'substrate'. SUBSTRATE classification is correct.
REC_0032,01,A0A239NBQ6,P450_A0A239,forazoline C,9KPU,unknown,SUBSTRATE,HIGH,B,True,False,none,False,,Forazoline C is a natural product substrate for P450 in biosynthetic pathway. SUBSTRATE classification is correct.
REC_0033,01,A0A286SBY7,P450_A0A286,6-methoxy-streptovaricin C,6M4P,substrate,SUBSTRATE,HIGH,A,True,False,none,False,,6-methoxy-streptovaricin C is a substrate in antibiotic biosynthesis. Original class was 'substrate'. SUBSTRATE classification is correct.
REC_0034,01,A0A290YXM6,P450_A0A290,(2R)-3-(1H-indol-3-yl)-2-methylsulfanyl-propanoic acid,6KFW,unknown,SUBSTRATE,HIGH,B,True,False,none,False,,Indole-methylsulfanyl alanine derivative is a substrate for P450. SUBSTRATE classification is correct.
REC_0035,01,A0A2H4A2U9,CYP51 (N. fowleri),POSACONAZOLE,5TL8,inhibitor,INHIBITOR,HIGH,A,True,False,none,False,,Posaconazole is a well-known type-II azole antifungal inhibitor that coordinates to heme iron. Original class was 'inhibitor'. INHIBITOR classification is correct.
REC_0036,01,A0A2H4A2U9,CYP51 (N. fowleri),"2-(2,4-DIFLUOROPHENYL)-1,3-DI(1H-1,2,4-TRIAZOL-1-YL)PROPAN-2-OL",6AY4,inhibitor,INHIBITOR,HIGH,A,True,False,none,False,,Fluconazole is a type-II azole antifungal inhibitor. Original class was 'inhibitor'. INHIBITOR classification is correct.
REC_0037,01,A0A2H4A2U9,CYP51 (N. fowleri),Voriconazole,6AY6,inhibitor,INHIBITOR,HIGH,A,True,False,none,False,,Voriconazole is a type-II azole antifungal inhibitor. Original class was 'inhibitor'. INHIBITOR classification is correct.
REC_0038,01,A0A2H4A2U9,CYP51 (N. fowleri),"1-acetyl-4-(4-{[(2R,4S)-2-(2,4-dichlorophenyl)-2-(1H-imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy}phenyl)piperazine",6AYB,inhibitor,INHIBITOR,HIGH,A,True,False,none,False,,Ketoconazole is a type-II azole antifungal inhibitor. Original class was 'inhibitor'. INHIBITOR classification is correct.
REC_0039,01,A0A2H4A2U9,CYP51 (N. fowleri),"2-[(2R)-butan-2-yl]-4-{4-[4-(4-{[(2R,4S)-2-(2,4-dichlorophenyl)-2-(1H-1,2,4-triazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy}phenyl)piperazin-1-yl]phenyl}-2,4-dihydro-3H-1,2,4-triazol-3-one",6AYC,inhibitor,INHIBITOR,HIGH,A,True,False,none,False,,Itraconazole is a type-II azole antifungal inhibitor. Original class was 'inhibitor'. INHIBITOR classification is correct.
REC_0040,01,A0A2H4A2U9,CYP51 (N. fowleri),(1S)-1-(4-fluorophenyl)-2-(1H-imidazol-1-yl)ethyl 3-(trifluoromethyl)benzoate,7RKR,unknown,INHIBITOR,HIGH,A,True,False,none,False,,Imidazole derivative is a type-II azole inhibitor based on structure and binding mode. INHIBITOR classification is correct.
REC_0041,01,A0A2H4A2U9,CYP51 (N. fowleri),"(1S)-1-(2,4-dichlorophenyl)-2-(1H-imidazol-1-yl)ethyl 3-(trifluoromethyl)benzoate",7RKT,unknown,INHIBITOR,HIGH,A,True,False,none,False,,Imidazole derivative is a type-II azole inhibitor. INHIBITOR classification is correct.
REC_0042,01,A0A2H4A2U9,CYP51 (N. fowleri),"(1S)-1-(4-fluorophenyl)-2-(1H-imidazol-1-yl)ethyl 3,5-dichlorobenzoate",7RKW,unknown,INHIBITOR,HIGH,A,True,False,none,False,,Imidazole derivative is a type-II azole inhibitor. INHIBITOR classification is correct.
REC_0043,01,A0A2H4A2U9,CYP51 (N. fowleri),"N-[(1R)-2-(1H-imidazol-1-yl)-1-(3,4',5-trifluoro[1,1'-biphenyl]-4-yl)ethyl]-4-(5-phenyl-1,3,4-oxadiazol-2-yl)benzamide",7RTQ,inhibitor,INHIBITOR,HIGH,A,True,False,none,False,,Imidazole derivative is a type-II inhibitor. Original class was 'inhibitor'. INHIBITOR classification is correct.
REC_0044,01,A0A368UNN3,CYP153A (fatty acid hydroxylase),12-HYDROXYDODECANOIC ACID,8HGE,unknown,PRODUCT,HIGH,A,True,False,none,False,,12-hydroxydodecanoic acid is the hydroxylation product of lauric acid by CYP153A. PRODUCT classification is correct.
REC_0045,01,A0A368UNN3,CYP153A (fatty acid hydroxylase),LAURIC ACID,9IXL,substrate,SUBSTRATE,HIGH,A,True,False,none,False,,Lauric acid (C12 fatty acid) is a substrate for CYP153A fatty acid hydroxylase. Original class was 'substrate'. SUBSTRATE classification is correct.
REC_0046,01,A0A380DQV1,CYP134A1 (S. aureus),"(3S,6S)-3,6-bis(2-methylpropyl)piperazine-2,5-dione",7OW9,unknown,SUBSTRATE,HIGH,A,True,False,none,False,,Cyclo-Leu-Leu DKP is a substrate for CYP134A1. Enzyme catalyzes oxidation of diketopiperazines. SUBSTRATE classification is correct.
REC_0047,01,A0A380DQV1,CYP134A1 (S. aureus),NITRATE ION,7OW9,unknown,EXCLUDE,HIGH,A,True,False,none,False,,"Nitrate ion is not a substrate, likely from crystallization buffer. EXCLUDE classification is correct."
REC_0048,01,A0A380DQV1,CYP134A1 (S. aureus),"6-methoxy-2,3,4,9-tetrahydro-1H-pyrido[3,4-b]indole",8A8L,unknown,INHIBITOR,HIGH,A,True,False,none,False,,Beta-carboline with Fe-N coordination distance of 2.38A indicates type-II inhibitor binding. INHIBITOR classification is correct.
