enzyme,reaction,label,ecnumber,difficulty,fake_ecnumber,structure_index
11,1,0,1.14.14.154,-1,,-1
49,1,0,1.14.14.-,-1,,-1
51,1,0,1.14.14.154,1,1.-.-.-,-1
52,1,0,1.14.14.154,-1,,-1
89,1,0,1.14.14.154,-1,,-1
101,1,0,1.14.14.154,3,1.14.14.62,-1
106,1,0,1.14.14.154,-1,/,-1
114,1,0,1.14.14.154,3,1.14.14.1/1.6.2.4,-1
127,1,0,1.14.14.154,-1,,-1
128,1,0,1.14.14.154,-1,/,-1
152,1,0,1.14.14.154,3,1.14.14.58,-1
170,1,0,1.14.14.154,-1,/,-1
204,1,0,1.14.14.154,3,1.14.14.126,-1
282,1,0,1.14.14.154,0,4.2.1.92,-1
318,1,0,1.14.14.154,-1,/,-1
347,1,0,1.14.14.154,-1,,-1
351,1,0,,-1,,-1
380,1,0,1.14.14.154,-1,,-1
450,1,0,1.14.14.154,3,1.14.14.151,-1
510,1,0,1.14.14.80,-1,,-1
526,1,0,1.14.14.154,3,1.14.14.148,-1
550,1,0,1.14.14.154,-1,,-1
557,1,0,1.14.14.154,-1,/,-1
563,1,0,1.14.14.154,-1,,-1
573,1,0,1.14.14.154,3,1.14.14.127,-1
576,1,0,1.14.14.154,-1,,-1
584,1,0,1.14.14.154,3,1.14.14.81,-1
591,1,0,1.14.14.154,3,1.14.14.113,-1
597,1,0,1.14.14.154,3,1.14.14.-,-1
598,1,1,1.14.14.154,0,,-1
612,1,0,,-1,,-1
636,1,0,1.14.14.150,-1,,-1
638,1,0,1.14.14.154,-1,,-1
647,1,0,1.14.14.154,-1,,-1
655,1,0,1.14.14.154,-1,/,-1
672,1,0,1.14.14.154,-1,/,-1
673,1,1,1.14.14.154,0,,-1
675,1,1,1.14.14.154,0,,-1
710,1,0,1.14.15.36,-1,,-1
718,1,0,1.14.14.-,-1,,-1
732,1,0,1.14.14.154,-1,,-1
737,1,0,1.14.14.154,-1,,-1
739,1,0,1.14.14.154,1,1.11.2.4,-1
749,1,0,1.14.14.154,-1,,-1
762,1,0,1.14.14.45,-1,,-1
772,1,0,1.14.15.33,-1,,-1
794,1,0,1.14.14.56,-1,,-1
814,1,0,1.14.14.154,-1,,-1
822,1,0,1.14.14.154,3,1.14.14.-,-1
825,1,1,1.14.14.154,0,,-1
826,1,1,1.14.14.154,0,,-1
838,1,0,1.14.14.1; 1.6.2.4,-1,,-1
888,1,0,1.14.15.3,-1,,-1
891,1,0,1.14.14.154,0,5.3.99.5,-1
930,1,1,1.14.15.36,0,,-1
942,1,0,1.14.15.8,-1,,-1
949,1,1,1.14.14.154,0,,-1
984,1,1,1.14.14.154,0,,-1
986,1,1,1.14.14.154,0,,-1
