Dock Index,Enzyme Index,Substrate Index,Label
194,182,3,0
195,188,3,0
197,199,3,0
198,200,3,0
199,205,3,0
200,292,3,0
204,439,3,0
207,623,3,0
209,640,3,0
211,673,3,1
215,743,3,0
228,1269,3,0
230,1307,3,0
233,1469,3,0
235,1591,3,0
240,303,4,0
241,398,4,0
242,584,4,0
245,739,4,1
246,776,4,0
248,862,4,0
251,1179,4,0
252,1249,4,0
255,1528,4,0
257,13,5,0
259,265,5,0
261,321,5,0
266,739,5,1
268,784,5,0
272,921,5,0
277,1326,5,0
279,46,6,0
284,678,6,0
285,751,6,0
289,876,6,0
290,1109,6,0
295,1378,6,0
671,99,9,0
674,117,9,0
675,134,9,0
678,250,9,0
679,278,9,0
682,454,9,0
685,595,9,1
693,828,9,0
695,893,9,0
697,907,9,1
701,935,9,0
704,1003,9,0
712,1417,9,0
713,1493,9,0
717,1592,9,0
914,284,16,0
915,324,16,0
917,451,16,0
918,496,16,0
920,583,16,0
922,779,16,1
924,849,16,0
928,1112,16,0
929,1139,16,0
930,1218,16,1
938,46,17,0
942,303,17,0
943,387,17,0
945,640,17,0
947,687,17,0
950,852,17,0
954,988,17,0
956,1107,17,0
959,1328,17,0
964,1467,17,0
1025,239,21,0
1028,276,21,0
1031,491,21,0
1036,794,21,0
1037,826,21,0
1040,906,21,0
1042,954,21,0
1134,510,26,0
1138,858,26,0
1142,1200,26,0
1143,1203,26,0
1145,1363,26,0
1147,1422,26,0
1149,1450,26,0
1152,131,27,0
1154,263,27,0
1156,360,27,0
1157,502,27,0
1158,510,27,0
1159,623,27,0
1168,1374,27,0
1169,1422,27,0
1182,25,29,0
1183,59,29,0
1189,163,29,0
1192,197,29,0
1193,213,29,0
1194,247,29,1
1199,337,29,0
1200,343,29,0
1201,355,29,0
1202,358,29,0
1203,381,29,1
1204,442,29,0
1214,617,29,0
1216,646,29,0
1218,692,29,0
1228,816,29,0
1233,848,29,0
1236,896,29,0
1237,904,29,0
1242,967,29,0
1249,1106,29,0
1251,1160,29,0
1254,1200,29,0
1255,1203,29,0
1256,1226,29,0
1261,1285,29,0
1271,1413,29,0
1273,1486,29,0
1275,1503,29,0
1352,61,34,0
1356,786,34,0
1357,828,34,0
1360,868,34,0
1362,998,34,1
1365,1184,34,0
1366,1273,34,0
1367,1296,34,0
1369,1365,34,0
1404,510,37,0
1412,902,37,0
