Dock Index,Enzyme Index,Substrate Index,Label
3,93,0,0
11,401,0,0
13,437,0,0
15,547,0,0
19,683,0,0
23,762,0,0
24,838,0,0
28,854,0,1
32,941,0,0
33,960,0,0
40,1364,0,0
44,1433,0,0
152,325,2,0
159,663,2,0
161,675,2,1
165,838,2,0
167,887,2,0
170,959,2,0
171,962,2,0
172,980,2,0
176,1001,2,0
177,1041,2,0
178,1063,2,0
183,1336,2,0
188,1501,2,0
191,1610,2,0
194,182,3,0
195,188,3,0
197,199,3,0
198,200,3,0
199,205,3,0
200,292,3,0
204,439,3,0
207,623,3,0
209,640,3,0
211,673,3,1
215,743,3,0
228,1269,3,0
230,1307,3,0
233,1469,3,0
235,1591,3,0
240,303,4,0
241,398,4,0
242,584,4,0
245,739,4,1
246,776,4,0
248,862,4,0
251,1179,4,0
252,1249,4,0
255,1528,4,0
257,13,5,0
259,265,5,0
261,321,5,0
266,739,5,1
268,784,5,0
272,921,5,0
277,1326,5,0
279,46,6,0
284,678,6,0
285,751,6,0
289,876,6,0
290,1109,6,0
295,1378,6,0
895,37,15,0
898,206,15,0
903,675,15,0
906,838,15,0
907,865,15,0
908,1029,15,0
911,1404,15,0
938,46,17,0
942,303,17,0
943,387,17,0
945,640,17,0
947,687,17,0
950,852,17,0
954,988,17,0
956,1107,17,0
959,1328,17,0
964,1467,17,0
986,95,19,0
991,838,19,0
993,1117,19,0
995,1318,19,0
997,1425,19,0
1000,32,20,0
1001,157,20,0
1003,214,20,0
1005,492,20,0
1006,620,20,0
1010,838,20,0
1021,1606,20,0
1061,399,23,0
1067,716,23,0
1069,762,23,0
1071,782,23,1
1074,838,23,0
1076,945,23,0
1083,1125,23,0
1084,1143,23,0
1085,1209,23,1
1089,1288,23,0
1090,1318,23,0
1092,1342,23,0
1093,1583,23,0
1106,838,24,1
1107,1016,24,0
1108,1056,24,0
1111,1332,24,0
1113,1529,24,0
1134,510,26,0
1138,858,26,0
1142,1200,26,0
1143,1203,26,0
1145,1363,26,0
1147,1422,26,0
1149,1450,26,0
1152,131,27,0
1154,263,27,0
1156,360,27,0
1157,502,27,0
1158,510,27,0
1159,623,27,0
1168,1374,27,0
1169,1422,27,0
1182,25,29,0
1183,59,29,0
1189,163,29,0
1192,197,29,0
1193,213,29,0
1194,247,29,1
1199,337,29,0
1200,343,29,0
1201,355,29,0
1202,358,29,0
1203,381,29,1
1204,442,29,0
1214,617,29,0
1216,646,29,0
1218,692,29,0
1228,816,29,0
1233,848,29,0
1236,896,29,0
1237,904,29,0
1242,967,29,0
1249,1106,29,0
1251,1160,29,0
1254,1200,29,0
1255,1203,29,0
1256,1226,29,0
1261,1285,29,0
1271,1413,29,0
1273,1486,29,0
1275,1503,29,0
1302,718,31,0
1304,782,31,0
1305,838,31,1
1307,914,31,0
1308,960,31,0
1312,1145,31,0
1314,1209,31,0
1316,1380,31,0
1317,1435,31,0
1325,838,32,0
1326,927,32,0
1327,1143,32,0
1328,1169,32,0
1329,1209,32,0
1330,1292,32,0
1334,1421,32,0
1335,56,33,0
1339,434,33,0
1343,838,33,0
1345,1048,33,0
1348,1383,33,0
1350,1416,33,0
1389,782,36,0
1390,838,36,1
1392,923,36,0
1394,950,36,0
1395,991,36,0
1397,1383,36,0
1398,1517,36,0
1404,510,37,0
1412,902,37,0
1414,948,37,0
1415,967,37,0
1416,1157,37,0
1417,1285,37,0
1420,10,38,0
1421,16,38,0
1426,143,38,0
1427,146,38,0
1431,162,38,1
1433,230,38,0
1436,338,38,0
1440,401,38,0
1444,473,38,0
1448,615,38,0
1456,761,38,0
1460,838,38,0
1461,845,38,0
1463,999,38,0
1464,1028,38,0
1465,1047,38,0
1466,1058,38,0
1468,1086,38,0
1471,1138,38,0
1477,1292,38,0
1478,1301,38,0
1480,1321,38,1
1482,1335,38,0
1483,1342,38,0
1492,1447,38,0
1499,1558,38,0
1500,1580,38,0
1502,46,39,0
1509,673,39,0
1510,678,39,0
1513,885,39,0
1514,994,39,0
1517,1157,39,1
1520,1252,39,0
1522,1446,39,0
1525,168,40,0
1529,711,40,0
1531,838,40,0
1534,1059,40,0
1536,1169,40,0
1539,204,41,0
1544,510,41,0
1545,571,41,0
1547,758,41,0
1552,902,41,0
1554,1040,41,0
1555,1390,41,1
1556,1514,41,0
1561,418,42,0
1563,709,42,0
1565,876,42,0
1567,994,42,0
1568,1018,42,0
1569,1057,42,0
1571,1307,42,0
1572,1334,42,0
1576,10,43,0
1577,168,43,0
1582,401,43,0
1586,836,43,0
1587,838,43,1
1591,1033,43,0
1592,1095,43,0
1598,1409,43,0
1638,227,46,0
1639,254,46,0
1641,267,46,0
1644,330,46,0
1647,770,46,0
1651,858,46,0
1654,1064,46,0
1655,1074,46,1
1658,1153,46,0
1661,1315,46,0
1662,1317,46,0
1663,1442,46,1
1684,128,48,0
1690,838,48,0
1691,923,48,0
1692,980,48,0
1694,1172,48,0
1697,1477,48,0
1699,1583,48,0
1717,335,50,0
1718,469,50,0
1720,519,50,0
1722,535,50,0
1727,838,50,0
1728,1083,50,0
1732,1336,50,0
1734,76,51,0
1736,252,51,0
1737,297,51,0
1739,596,51,0
1741,651,51,0
1747,1108,51,0
1749,1394,51,0
