id,name,our_labels,verdict,correct_labels,source,notes
CMP_G001478,(9Z)-Hexadecenoate,Fatty_acid,CORRECT,Fatty_acid,PubChem/LIPID MAPS,C16:1 unsaturated fatty acid (palmitoleate)
CMP_G000740,9-hydroperoxy-10(E)12(Z)-octadecadienoic acid (9-HPODE),Fatty_acid,CORRECT,Fatty_acid,Larodan/PubChem,Oxylipin derived from linoleic acid; hydroperoxy fatty acid (LIPID MAPS FA)
CMP_G002093,(9Z)-octadecenoate,Fatty_acid,CORRECT,Fatty_acid,PubChem,Oleate; C18:1 monounsaturated fatty acid
CMP_G000681,Hexadecanoate,Fatty_acid,CORRECT,Fatty_acid,PubChem,Palmitate; C16:0 saturated fatty acid
CMP_G000939,Lauryl Alcohol,Fatty_acid,CORRECT,Fatty_acid,PubChem CID 8193 / Wikipedia,1-Dodecanol; C12 fatty alcohol classified under fatty acyls (LIPID MAPS)
CMP_G002090,(9Z)-Octadecenoate,Fatty_acid,CORRECT,Fatty_acid,PubChem,Oleate; same as CMP_G002093 with explicit Z stereochemistry
CMP_G001029,Decanol,Fatty_acid,CORRECT,Fatty_acid,PubChem CID 8174 / Wikipedia,1-Decanol; C10 fatty alcohol classified under fatty acyls
CMP_G000007,A Jasmonyl-L-Amino Acid,Fatty_acid,CORRECT,Fatty_acid,PMC/Wikipedia,Jasmonate-amino acid conjugate; jasmonates are oxylipins (fatty acid derivatives) per LIPID MAPS FA0202
CMP_G001996,,Fatty_acid,CORRECT,Fatty_acid,PubChem,Prostaglandin-like endoperoxide with C20 fatty acid backbone; oxylipin/fatty acid derivative
CMP_G001838,,Fatty_acid,CORRECT,Fatty_acid,Cayman Chemical/Wikipedia,1-Arachidonoyl lysophosphatidic acid; glycerophospholipid with C20:4 fatty acyl chain. Fatty_acid is acceptable broad classification
CMP_G000650,15-Methylhexadecanoate,Fatty_acid,CORRECT,Fatty_acid,PubChem,Branched-chain C17 fatty acid (iso-heptadecanoic acid)
CMP_G001191,"(2R,4R,6R)-4,6-Dimethyl-2-octanol",Fatty_acid,CORRECT,Fatty_acid,PubChem,Branched fatty alcohol; short-chain lipid classified under fatty acyls
CMP_G001662,9-10-dihydroxystearic acid,Fatty_acid,CORRECT,Fatty_acid,PubChem,Dihydroxy derivative of stearic acid (C18); hydroxylated fatty acid
CMP_G000440,"6-Heptenoic acid, ethyl ester",Fatty_acid,CORRECT,Fatty_acid,PubChem CID 560341,Ethyl ester of 6-heptenoic acid; short-chain fatty acid ester
CMP_G001197,(9Z-12Z)-Octadecadienoate,Fatty_acid,CORRECT,Fatty_acid,PubChem,Linoleate; C18:2 polyunsaturated fatty acid
CMP_G000386,,Phenylpropanoid,CORRECT,Phenylpropanoid,PubChem,3-Chlorocinnamic acid; synthetic cinnamic acid derivative with C6-C3 phenylpropanoid skeleton
CMP_G002094,daidzein,Phenylpropanoid,CORRECT,Phenylpropanoid,Wikipedia/PMC,Isoflavone biosynthesized via phenylpropanoid pathway in legumes
CMP_G000951,Resveratrol,Phenylpropanoid,CORRECT,Phenylpropanoid,Wikipedia/PMC,Stilbenoid (C6-C2-C6) biosynthesized via phenylpropanoid pathway
CMP_G001605,blennolide A,Phenylpropanoid;Polyketide,WRONG,Polyketide,ScienceDirect/PMC,Fungal aromatic polyketide from Trichoderma/Talaromyces; NOT a phenylpropanoid. Chromanone core is polyketide-derived not phenylpropanoid
CMP_G002009,Demethylepipodophyllotoxin,Phenylpropanoid,CORRECT,Phenylpropanoid,PubChem CID 122797 / PMC,Lignan (aryltetralin type); lignans are phenylpropanoid dimers derived from monolignols
CMP_G000619,polyporic acid,Phenylpropanoid,WRONG,Other,Wikipedia/Nature/PMC,Terphenylquinone produced by NRPS-like enzymes from phenylpyruvic acid in fungi; NOT phenylpropanoid. Amino acid (Phe)-derived via NRPS not PAL pathway
CMP_G000553,,Phenylpropanoid,WRONG,Other,PubChem/Abcam,7-Methoxy-4-(trifluoromethyl)coumarin (MFC); synthetic fluorinated coumarin used as CYP substrate. Not a natural phenylpropanoid
CMP_G001205,,Phenylpropanoid,CORRECT,Phenylpropanoid,Wikipedia/PubChem,Fustin (dihydrofisetin); flavanonol - a flavonoid subclass biosynthesized via phenylpropanoid pathway
CMP_G000566,(+)-pinoresinol,Phenylpropanoid,CORRECT,Phenylpropanoid,ScienceDirect/PMC,Furofuran lignan; lignans are dimeric phenylpropanoids
