compound_id,old_label,verified_label,confidence,reason
CMP_G000001,Steroid,Steroid,high,template name confirms steroid skeleton
CMP_G000002,Steroid,Steroid,high,template name confirms steroid skeleton
CMP_G000003,Steroid,Steroid,high,template name confirms steroid skeleton
CMP_G000004,Steroid,Steroid,high,template name confirms steroid skeleton
CMP_G000005,Fatty_acid,Fatty_acid,high,template name confirms fatty acid
CMP_G000006,Fatty_acid,Fatty_acid,high,template name confirms fatty acid
CMP_G000007,Terpenoid_other,Fatty_acid,medium,jasmonates are oxylipins from linolenic acid not terpenoids
CMP_G000008,Terpenoid_other,Fatty_acid,medium,hydroxyjasmonyl derivative is fatty acid-derived oxylipin
CMP_G000010,Flavonoid,Flavonoid,high,template name confirms flavanone
CMP_G000011,Flavonoid,Flavonoid,high,template name confirms flavone
CMP_G000012,Flavonoid,Flavonoid,high,template name confirms flavanone
CMP_G000013,Flavonoid,Flavonoid,high,template name confirms isoflavone
CMP_G000014,Fatty_acid,Fatty_acid,high,template name confirms fatty acid
CMP_G000015,Fatty_acid,Fatty_acid,high,template name confirms fatty acid
CMP_G000021,Polyketide,Polyketide,high,4-pyrone polyketide confirmed
CMP_G000038,Polyketide,Polyketide,high,previridicatumtoxin is fungal polyketide (PKS-derived)
CMP_G000047,Polyketide,Polyketide,high,mevastatin is nonaketide (fungal PKS)
CMP_G000054,Monoterpenoid,Monoterpenoid,high,7-epi-loganin is iridoid monoterpenoid glycoside
CMP_G000055,Monoterpenoid,Monoterpenoid,high,loganin is iridoid monoterpenoid glycoside
CMP_G000057,Phenylpropanoid,Polyketide,high,orsellinic acid is PKS-derived not shikimate/phenylpropanoid
CMP_G000059,Alkaloid,Phenylpropanoid,medium,tri-coumaroylspermidine dominant moiety is coumaric acid
CMP_G000087,Polyketide,Terpenoid_other,medium,andrastin C is meroterpenoid (terpenoid-dominant hybrid)
CMP_G000091,Alkaloid,Unclassified,high,4-hydroxyphenylacetonitrile is simple nitrile no alkaloid scaffold
CMP_G000133,Polyketide,Polyketide,medium,dehydroprobetaenone I is fungal polyketide
CMP_G000150,Phenylpropanoid,Phenylpropanoid,high,myristicin is phenylpropene via shikimate pathway
CMP_G000155,Polyketide,Polyketide,high,monacolin family is fungal polyketide
CMP_G000168,Polyketide,Polyketide,high,alkylphenol from type III PKS
CMP_G000176,Polyketide,Fatty_acid,medium,JA-Phe jasmonate is fatty acid-derived oxylipin
CMP_G000189,Phenylpropanoid,Unclassified,medium,C6-C2 phenylacetic acid not C6-C3 phenylpropanoid
