compound_id,old_label,verified_label,confidence,reason
CMP_G000972,Phenylpropanoid,Phenylpropanoid,high,3-methoxycinnamic acid C6-C3 shikimate
CMP_G000976,Terpenoid_other,Terpenoid_other,high,phylloquinone vitamin K1 meroterpenoid
CMP_G000986,Terpenoid_other,Terpenoid_other,high,C15 apocarotenoid ABA-related
CMP_G000998,Alkaloid,Amino_acid,high,4-ethynyl-1-2-dimethyltryptophan free AA backbone
CMP_G001000,Terpenoid_other,Unclassified,high,ebastine synthetic antihistamine drug
CMP_G001042,Terpenoid_other,Terpenoid_other,high,zeinoxanthin C40 carotenoid
CMP_G001051,Alkaloid,Unclassified,high,mephenytoin synthetic hydantoin drug
CMP_G001053,Alkaloid,Unclassified,high,synthetic macrolactone with triazole click chemistry
CMP_G001059,Phenylpropanoid,Phenylpropanoid,high,p-coumaric acid canonical phenylpropanoid
CMP_G001071,Terpenoid_other,Sesquiterpenoid,high,cordycol C15 sesquiterpene from bergamotene
CMP_G001090,Alkaloid,Alkaloid,high,deoxyaspergillic acid pyrazinone alkaloid
CMP_G001136,Terpenoid_other,Terpenoid_other,high,beta-carotene C40 tetraterpenoid
CMP_G001151,Alkaloid,Amino_acid,high,4-ethenyl-1-2-dimethyltryptophan free AA backbone
CMP_G001160,Alkaloid,Alkaloid,high,hancockiamide B cinnamoylated piperazine alkaloid
CMP_G001168,Terpenoid_other,Terpenoid_other,high,fluorinated ABA analog apocarotenoid
CMP_G001169,Terpenoid_other,Terpenoid_other,high,enantiomer fluorinated ABA apocarotenoid
CMP_G001176,Terpenoid_other,Terpenoid_other,high,alpha-ionylideneacetic acid C15 apocarotenoid
CMP_G001185,Terpenoid_other,Terpenoid_other,high,carlactone C19 apocarotenoid strigolactone
CMP_G001186,Terpenoid_other,Terpenoid_other,high,11R-carlactone stereoisomer apocarotenoid
CMP_G001213,Alkaloid,Alkaloid,high,DKP nitro-indole cyclic dipeptide alkaloid
CMP_G001225,Alkaloid,Amino_acid,high,4-bromo-1-2-dimethyltryptophan free AA backbone
CMP_G001229,Alkaloid,Unclassified,high,ticlopidine synthetic thienopyridine drug
CMP_G001244,Phenylpropanoid,Phenylpropanoid,high,o-coumaric acid hydroxycinnamic C6-C3
CMP_G001246,Terpenoid_other,Terpenoid_other,high,brominated ABA analog apocarotenoid
CMP_G001262,Alkaloid,Unclassified,high,losartan synthetic ARB drug
CMP_G001263,Terpenoid_other,Terpenoid_other,high,beta-ionone C13 apocarotenoid
CMP_G001264,Terpenoid_other,Terpenoid_other,high,beta-ionone cis/trans apocarotenoid
CMP_G001275,Alkaloid,Unclassified,high,synthetic beta-lactam no NP scaffold
CMP_G001294,Phenylpropanoid,Phenylpropanoid,high,2-3-dimethoxycinnamic acid C6-C3
CMP_G001337,Terpenoid_other,Terpenoid_other,high,19-hydroxycarlactone apocarotenoid strigolactone
