compound_id,old_label,verified_label,confidence,reason
CMP_G000200,Phenylpropanoid,Phenylpropanoid,high,DOPAC shikimate-derived phenolic acid
CMP_G000201,Phenylpropanoid,Phenylpropanoid,high,DOPAC protonated form same
CMP_G000203,Polyketide,Polyketide,high,chrodrimanin C meroterpenoid PKS backbone
CMP_G000208,Polyketide,Unclassified,high,SMILES=ascorbic acid sugar-derived not polyketide
CMP_G000209,Phenylpropanoid,Phenylpropanoid,high,melilotic acid hydrocoumaric C6-C3
CMP_G000226,Diterpenoid,Diterpenoid,high,7beta-hydroxytaxusin taxane C20 diterpenoid
CMP_G000227,Diterpenoid,Diterpenoid,high,same taxane without stereochem
CMP_G000229,Polyketide,Polyketide,high,4-O-demethylbarbatate lichen depside PKS
CMP_G000230,Polyketide,Polyketide,high,trihydroxybenzophenone type III PKS BPS
CMP_G000231,Alkaloid,Unclassified,high,phenacetin synthetic analgesic not alkaloid
CMP_G000240,Polyketide,Polyketide,high,lawsone naphthoquinone NPC convention
CMP_G000241,Monoterpenoid,Monoterpenoid,high,secologanin secoiridoid C10 monoterpenoid
CMP_G000251,Polyketide,Polyketide,high,probetaenone I 8-acetate PKS
CMP_G000264,Polyketide,Polyketide,medium,methoxypyrone chlorophenyl polyketide analog
CMP_G000275,Phenylpropanoid,Phenylpropanoid,high,veratric acid shikimate-derived C6-C1
CMP_G000290,Phenylpropanoid,Phenylpropanoid,high,p-anisic acid shikimate-derived
CMP_G000300,Amino_acid,Amino_acid,medium,3-amino-2-2-dimethylpropanoic beta-amino acid
CMP_G000310,Phenylpropanoid,Phenylpropanoid,high,hydroxypropylhydroquinone C6-C3
CMP_G000323,Amino_acid,Amino_acid,high,glucobrassicin indole glucosinolate from Trp
CMP_G000335,Polyketide,Polyketide,high,griseophenone B heptaketide PKS GsfA
CMP_G000338,Monoterpenoid,Monoterpenoid,high,7-deoxyloganate iridoid C10 glycoside
CMP_G000339,Monoterpenoid,Monoterpenoid,high,7-deoxyloganic acid protonated form
CMP_G000341,Phenylpropanoid,Unclassified,high,3-ethoxybenzoic acid synthetic xenobiotic
CMP_G000387,Polyketide,Polyketide,medium,pyrone naphthalenyl polyketide analog
CMP_G000389,Polyketide,Polyketide,high,betaenone A 8-acetate phytotoxin PKS
CMP_G000390,Polyketide,Polyketide,high,betaenone A with stereochem
CMP_G000391,Alkaloid,Alkaloid,high,benzylisoquinoline alkaloid precursor tyrosine
CMP_G000418,Phenylpropanoid,Polyketide,high,orsellinic acid derivative 1-3-dihydroxy PKS
CMP_G000435,Diterpenoid,Terpenoid_other,high,stellatic acid C25 sesterterpene not C20
CMP_G000444,Phenylpropanoid,Phenylpropanoid,high,4-vinylphenol from p-coumaric decarboxylation
