compound_id,old_label,verified_label,confidence,reason
CMP_G001756,Terpenoid_other,Terpenoid_other,high,apocarotenoid C15 with Cl
CMP_G001770,Polyketide,Polyketide,high,averantin aflatoxin precursor type I PKS
CMP_G001776,Alkaloid,Unclassified,high,sunitinib synthetic TKI drug
CMP_G001787,Polyketide,Polyketide,high,nataloe-emodin anthraquinone PKS
CMP_G001789,Alkaloid,Amino_acid,high,5-ethynyl-1-methyltryptophan intact AA backbone
CMP_G001810,Terpenoid_other,Amino_acid,high,N-geranyl-L-glutamate amino acid conjugate
CMP_G001811,Terpenoid_other,Amino_acid,high,N-geranyl-L-glutamate stereoisomer
CMP_G001816,Alkaloid,Amino_acid,high,1-methyl-4-methylthiotryptophan intact AA backbone
CMP_G001825,Terpenoid_other,Terpenoid_other,high,carlactonoic acid apocarotenoid strigolactone
CMP_G001829,Phenylpropanoid,Unclassified,high,3-nitrocinnamic acid synthetic nitro group
CMP_G001833,Alkaloid,Alkaloid,medium,cyclo-Tyr-Tyr DKP alkaloid
CMP_G001836,Polyketide,Polyketide,high,13-deoxydaunorubicin anthracycline type II PKS
CMP_G001887,Alkaloid,Unclassified,high,bensulfuron-methyl synthetic sulfonylurea herbicide
CMP_G001904,Alkaloid,Amino_acid,high,dimethyl-phenyl-tryptophan intact AA backbone
CMP_G001910,Terpenoid_other,Terpenoid_other,high,apocarotenoid beta-type C14
CMP_G001911,Terpenoid_other,Terpenoid_other,high,apocarotenoid stereoisomer
CMP_G001917,Alkaloid,Alkaloid,high,hancockiamide D piperazine alkaloid NRPS
CMP_G001918,Alkaloid,Alkaloid,high,hancockiamide D stereoisomer
CMP_G001921,Terpenoid_other,Terpenoid_other,high,dihydroretinoate retinoid apocarotenoid
CMP_G001940,Alkaloid,Unclassified,high,synthetic macrolactone-triazole click chemistry
CMP_G001943,Terpenoid_other,Terpenoid_other,high,apocarotenoid epsilon-type C14
CMP_G001972,Alkaloid,Unclassified,high,synthetic sulfonamide-hydroxamic acid drug
CMP_G001974,Terpenoid_other,Sesquiterpenoid,high,pre-flavunoidine C15 sesquiterpene from FPP
CMP_G002014,Alkaloid,Alkaloid,high,okaramine C indole DKP from Trp NRPS
CMP_G002015,Alkaloid,Unclassified,high,imidacloprid synthetic neonicotinoid
CMP_G002018,Polyketide,Polyketide,high,13-dihydrocarminomycin anthracycline type II PKS
CMP_G002064,Terpenoid_other,Terpenoid_other,high,apocarotenoid epsilon C16
CMP_G002068,Phenylpropanoid,Phenylpropanoid,high,caffeoyl-hydroxyphenyllactate rosmarinic acid
CMP_G002071,Terpenoid_other,Terpenoid_other,high,hydroxy-dihydroretinoate retinoid
CMP_G002100,Terpenoid_other,Terpenoid_other,high,geranylhydroquinone meroterpenoid
