id,name,final_labels,confidence,source,reasoning
CMP_G001053,"Benzoic acid triazole macrolactone conjugate",Other,0.95,PubChem/structural,"Synthetic probe compound: triazole click-chemistry linker + macrolactone. Contains N-heterocycle but triazole is synthetic click chemistry product not a natural alkaloid scaffold. Not a natural product."
CMP_G001055,"cyclooctyl 2-methylpropanoate",Other,0.90,PubChem/ChemicalBook,"Simple synthetic ester of isobutyric acid with cyclooctanol. No natural product biosynthetic origin. Not fatty acid (no long acyl chain); not terpenoid (no isoprene units)."
CMP_G001057,"Nefiracetam",Other,0.98,Wikipedia/DrugBank,"Fully synthetic racetam nootropic drug developed in 1990s Japan. Pyrrolidone + dimethylaniline amide. Not a natural product alkaloid."
CMP_G001066,"9H-fluorene",Other,0.95,Wikipedia/PubChem,"Polycyclic aromatic hydrocarbon from coal tar/fossil fuels. Tricyclic fused ring system (two benzene + cyclopentane). Not a natural product; environmental pollutant."
CMP_G001071,"Cordycol",Terpenoid,0.92,PubChem CID 76446373,"Sesquiterpenoid (C15) with epoxide and methylenecyclohexane. Contains isoprene-derived 3-methylbut-2-enyl side chain. Molecular formula C15H24O2 consistent with sesquiterpene."
CMP_G001078,"Octanol (2-ethyl-1-hexanol isomer)",Fatty_acid,0.75,PubChem/structural,"C8 branched alcohol (2-ethylhexan-1-ol). While it lacks a carboxylic acid, medium-chain aliphatic alcohols are fatty acid pathway derivatives. Classified as Fatty_acid (lipid/fatty alcohol)."
CMP_G001081,"4-biphenylcarboxylic acid",Other,0.90,PubChem CID 66724,"Simple biphenyl carboxylic acid. Synthetic aromatic compound. Not phenylpropanoid (no C6-C3 PAL pathway origin; biphenyl not from phenylpropanoid biosynthesis)."
CMP_G001082,"Lidocaine",Other,0.98,Wikipedia/PubChem,"Fully synthetic local anesthetic developed in 1940s. Amino amide structure (xylidide + diethylaminoacetyl). Not a natural product alkaloid."
CMP_G001084,"Sulfonamide trifluoromethyl compound",Other,0.95,structural analysis,"Synthetic drug-like molecule: sulfonamide linker + trifluoromethyl + bromine + chlorine substituents. Halogenated sulfonamide is hallmark synthetic medicinal chemistry. Not alkaloid or phenylpropanoid."
CMP_G001085,"4-chlorotoluene",Other,0.95,PubChem CID 7810,"Simple chlorinated aromatic hydrocarbon (xenobiotic). Industrial chemical/solvent. Not phenylpropanoid (no C3 side chain; no PAL pathway origin)."
CMP_G001086,"3-methylbiphenyl",Other,0.90,PubChem/structural,"Simple methylated biphenyl. Industrial/synthetic aromatic hydrocarbon. Not phenylpropanoid (biphenyl backbone not from PAL pathway)."
CMP_G001088,"1-Methoxynaphthalene",Other,0.90,PubChem/structural,"Methoxylated naphthalene. Simple aromatic ether. Not phenylpropanoid (naphthalene is not C6-C3); not polyketide (no polyketide biosynthetic evidence for simple naphthalene ether)."
