compound_id,old_label,verified_label,confidence,reason
CMP_G001316,Polyketide,Polyketide,high,cryptophycin hybrid PKS/NRPS depsipeptide
CMP_G001317,Polyketide,Polyketide,high,luteothin aureothin-type 4-pyrone PKS
CMP_G001318,Polyketide,Polyketide,high,aureothin-type 4-pyrone PKS
CMP_G001351,Phenylpropanoid,Phenylpropanoid,high,cis-beta-methylstyrene C6-C3 phenylpropene
CMP_G001367,Polyketide,Polyketide,high,tetrahydroxybenzophenone type III PKS
CMP_G001381,Phenylpropanoid,Unclassified,high,synthetic fluorinated benzoic acid -OCF3
CMP_G001386,Diterpenoid,Diterpenoid,high,paclitaxel taxane C20 diterpenoid
CMP_G001390,Phenylpropanoid,Phenylpropanoid,high,desmethyl-deoxypodophyllotoxin aryltetralin lignan
CMP_G001399,Phenylpropanoid,Phenylpropanoid,high,piperic acid cinnamate derivative
CMP_G001418,Polyketide,Polyketide,high,monacolin L lovastatin PKS intermediate
CMP_G001419,Polyketide,Polyketide,high,monacolin L acid lovastatin PKS
CMP_G001420,Phenylpropanoid,Unclassified,medium,prenylhydroquinone meroterpenoid no C6-C3
CMP_G001421,Flavonoid,Flavonoid,high,leucocyanidin flavan-3-4-diol
CMP_G001424,Polyketide,Polyketide,high,hydroxylated naphthoquinone type III PKS
CMP_G001441,Phenylpropanoid,Phenylpropanoid,high,trans-anethole classical phenylpropanoid
CMP_G001443,Flavonoid,Unclassified,high,benzophenone lacks C6-C3-C6 skeleton
CMP_G001448,Sesquiterpenoid,Diterpenoid,high,lycosantalene C20 from NNPP diterpenoid
CMP_G001449,Polyketide,Unclassified,high,synthetic aryl-alkanoic acid
CMP_G001454,Polyketide,Polyketide,high,aspermytin A marine polyketide
CMP_G001459,Polyketide,Polyketide,high,aureothin-type 4-pyrone with iodine
CMP_G001460,Alkaloid,Unclassified,high,fluometuron synthetic phenylurea herbicide
CMP_G001473,Diterpenoid,Diterpenoid,high,hydroxytaxusin taxane diterpenoid ChEBI
CMP_G001475,Alkaloid,Alkaloid,high,4-O-methylnorbelladine Amaryllidaceae alkaloid precursor
CMP_G001502,Phenylpropanoid,Unclassified,high,4-ethoxybenzoic acid synthetic building block
CMP_G001505,Polyketide,Unclassified,medium,hydroxynaphthoic acid xenobiotic metabolite
CMP_G001508,Terpenoid_other,Terpenoid_other,high,dihydromenaquinone-9 meroterpenoid
CMP_G001509,Terpenoid_other,Terpenoid_other,high,menaquinone analog meroterpenoid
CMP_G001511,Polyketide,Polyketide,high,blennolide C tetrahydroxanthone PKS
CMP_G001513,Diterpenoid,Diterpenoid,high,taxusin taxane C20 diterpenoid
CMP_G001514,Diterpenoid,Diterpenoid,high,taxusin diterpenoid confirmed
