compound_id,old_label,verified_label,confidence,reason
CMP_G000206,Unclassified,Unclassified,high,prenylated hydroquinone mixed biosynthesis
CMP_G000210,Unclassified,Unclassified,high,branched fatty alcohol no carboxylate
CMP_G000222,Unclassified,Unclassified,high,synthetic sulfonyl azide probe
CMP_G000235,Unclassified,Unclassified,high,7-ethoxyresorufin synthetic CYP1A1 probe
CMP_G000239,Unclassified,Unclassified,high,methyl phenylacetate simple ester
CMP_G000245,Unclassified,Unclassified,high,thiophene-benzoic acid synthetic
CMP_G000249,Unclassified,Unclassified,high,acenaphthene PAH coal tar
CMP_G000254,Unclassified,Unclassified,high,phenylacetaldoxime CYP79 intermediate
CMP_G000255,Unclassified,Unclassified,high,phenylacetaldoxime no stereochem
CMP_G000256,Unclassified,Unclassified,high,E-phenylacetaldehyde oxime CYP79A2
CMP_G000262,Unclassified,Unclassified,high,ethylphenyl phosphate synthetic
CMP_G000272,Unclassified,Unclassified,high,diphenylmethane simple aromatic
CMP_G000282,Unclassified,Unclassified,high,hexadecane alkane
CMP_G000287,Unclassified,Unclassified,high,diclofenac synthetic NSAID
CMP_G000293,Unclassified,Unclassified,high,cyclododecane cycloalkane
CMP_G000306,Unclassified,Unclassified,high,decane alkane
CMP_G000319,Unclassified,Unclassified,high,cycloheptane cycloalkane
CMP_G000326,Unclassified,Unclassified,high,methylsulfanylbutanal oxime glucosinolate intermediate
CMP_G000331,Unclassified,Unclassified,high,methoxythioanisole no N correctly vetoed
CMP_G000340,Unclassified,Unclassified,high,2-methylanisole simple ether
CMP_G000346,Unclassified,Unclassified,high,ethyl phenylacetate simple ester
CMP_G000361,Unclassified,Unclassified,high,hydroperoxy cyclohexadienone P450 metabolite
CMP_G000371,Unclassified,Unclassified,high,2-4-dibromophenol marine but no class
CMP_G000381,Unclassified,Fatty_acid,high,N-palmitoyl-methionine C16 chain+free COOH LIPID MAPS
CMP_G000397,Unclassified,Unclassified,high,thiophene benzoic acid synthetic
CMP_G000406,Unclassified,Unclassified,high,bromoethyl fluorobenzene synthetic
CMP_G000409,Unclassified,Unclassified,high,oxopropyl benzoic acid no ArOH
CMP_G000413,Unclassified,Unclassified,high,benzo[a]pyrene PAH
CMP_G000422,Unclassified,Unclassified,high,furanyl benzoic acid synthetic
CMP_G000423,Unclassified,Unclassified,high,benzylbenzoic acid no ArOH
CMP_G000440,Unclassified,Unclassified,high,ethyl heptenoate ester no free COOH
CMP_G000452,Unclassified,Unclassified,medium,thioic acid possible PKS but unconfirmed
CMP_G000459,Unclassified,Unclassified,high,chlorinated branched alkane
CMP_G000464,Unclassified,Unclassified,high,synthetic amidine-piperidine drug
CMP_G000471,Unclassified,Unclassified,high,6-O-methyl galactose carbohydrate
