id,name,final_labels,confidence,source,reasoning
CMP_G000348,Caaverine,Alkaloid,high,PubChem/Springer/Wikipedia,Aporphine alkaloid isolated from Liriodendron tulipifera and Nelumbo nucifera. Benzylisoquinoline-derived natural product from Papaveraceae/Magnoliaceae.
CMP_G000350,MeIQx,Other,high,NCBI/PubChem,2-Amino-3_8-dimethylimidazo[4_5-f]quinoxaline. Food-derived heterocyclic amine carcinogen formed during cooking. NOT a natural alkaloid - formed by Maillard reaction/pyrolysis.
CMP_G000371,2_4-Dibromophenol,Other,high,chemistry knowledge,Simple brominated phenol. No C3 side chain_ not from PAL pathway. Not a phenylpropanoid_ just a halogenated aromatic.
CMP_G000382,berbamunine,Alkaloid,high,PNAS/ScienceDirect,Bisbenzylisoquinoline alkaloid from Berberis amurensis. Biosynthesized via CYP80A1 phenol-coupling. Well-established natural product alkaloid.
CMP_G000391,,Alkaloid,medium,structural analysis,SMILES: COc1ccc(CN(C)CCc2ccc(O)cc2)cc1O. Tetrahydroisoquinoline-like scaffold with methoxy/hydroxyl phenol. Consistent with benzylisoquinoline alkaloid intermediate (e.g. N-methylcoclaurine analog).
CMP_G000397,,Other,high,structural analysis,4-(thiophen-2-yl)benzoic acid. Simple biaryl carboxylic acid with thiophene ring. No natural product scaffold - likely synthetic compound. Not phenylpropanoid (no C6-C3 from PAL pathway).
CMP_G000399,N-methylloline,Alkaloid,high,academia.edu/ScienceDirect,Loline alkaloid (saturated 1-aminopyrrolizidine with ether bridge). Produced by Epichloe fungal endophytes. Substrate of CYP LolP for N-formylloline biosynthesis.
CMP_G000401,,Other,high,structural analysis,Bis(pyridin-3-yl)methanone derivative. Synthetic ketone with two pyridine rings. Not a natural alkaloid - no known biosynthetic origin as natural product.
CMP_G000403,4-(methylnitrosamino)-1-(3-pyridyl)-1-butanone,Other,high,NCBI/IARC,NNK - tobacco-specific nitrosamine formed by nitrosation of nicotine during tobacco processing. Carcinogen (IARC Group 1). Degradation product_ not a natural alkaloid itself.
CMP_G000409,,Other,high,structural analysis,4-(2-oxopropyl)benzoic acid. Simple arylacetic acid/keto acid. C6-C1 pattern (benzoic acid)_ not C6-C3 phenylpropanoid. No natural product class match.
