record_id,chunk_id,uniprot_id,enzyme_name,ligand_name,pdb_id,original_class,verified_class,confidence,evidence_level,is_correct,is_mutant,trap_detected,needs_human_review,review_reason,reasoning
REC_0457,09,P9WPP7,CYP121 (CYP121A1),OXYGEN MOLECULE,1N40,unknown,EXCLUDE,HIGH,A,True,False,none,False,,"Oxygen molecule (O2) is a cofactor/cosubstrate for P450 catalysis, not a catalytic substrate. Correctly classified as EXCLUDE."
REC_0458,09,P9WPP7,CYP121 (CYP121A1),4-IODOPYRAZOLE,1N4G,inhibitor,INHIBITOR,MEDIUM,B,True,False,none,False,,4-Iodopyrazole is a known azole-type P450 inhibitor (Fe-N coordination expected). Medium confidence due to limited kinetic data available.
REC_0459,09,P9WPP7,CYP121 (CYP121A1),"2-(2,4-DIFLUOROPHENYL)-1,3-DI(1H-1,2,4-TRIAZOL-1-YL)PROPAN-2-OL",2IJ7,inhibitor,INHIBITOR,HIGH,A,True,False,none,False,,"This is fluconazole, a well-characterized clinical azole antifungal that inhibits P450s via triazole-Fe coordination. High confidence based on extensive literature."
REC_0460,09,P9WPP7,CYP121 (CYP121A1),"(3S,6S)-3,6-bis(4-hydroxybenzyl)piperazine-2,5-dione",3G5H,unknown,SUBSTRATE,HIGH,A,True,False,none,False,,Cyclo(Tyr-Tyr) is the canonical natural substrate of CYP121. Notes confirm this. CYP121 catalyzes C-C crosslinking between aromatic rings. High confidence.
REC_0461,09,P9WPP7,CYP121 (CYP121A1),"4-(1H-1,2,4-triazol-1-yl)quinolin-6-amine",4G1X,unknown,INHIBITOR,HIGH,B,True,False,none,False,,Triazole-containing compound designed as CYP121 inhibitor. The triazole moiety coordinates heme iron. High confidence based on structural design.
REC_0462,09,P9WPP7,CYP121 (CYP121A1),"4,4'-(1H-1,2,3-triazole-1,5-diyl)diphenol",4G2G,inhibitor,INHIBITOR,HIGH,B,True,False,none,False,,Triazole-based inhibitor with diphenol scaffold. Original class 'inhibitor' aligns with final class. High confidence.
REC_0463,09,P9WPP7,CYP121 (CYP121A1),"3-(1H-1,2,4-triazol-1-ylmethyl)aniline",4G44,unknown,INHIBITOR,HIGH,B,True,False,none,False,,Triazole-aniline derivative designed as CYP121 inhibitor. Triazole group provides Fe coordination. High confidence.
REC_0464,09,P9WPP7,CYP121 (CYP121A1),2-methylquinolin-6-amine,4G45,unknown,INHIBITOR,HIGH,B,True,False,none,False,,Quinoline-based inhibitor. Quinoline nitrogen can coordinate to heme iron. Part of systematic inhibitor SAR study for CYP121.
REC_0465,09,P9WPP7,CYP121 (CYP121A1),"4-oxo-4,5,6,7-tetrahydro-1-benzofuran-3-carboxylic acid",4G46,unknown,INHIBITOR,HIGH,B,True,False,none,False,,Benzofuran derivative designed as CYP121 inhibitor in a medicinal chemistry campaign. High confidence based on PDB context.
REC_0466,09,P9WPP7,CYP121 (CYP121A1),"4-(1H-1,2,4-triazol-1-yl)phenol",4G47,unknown,INHIBITOR,HIGH,B,True,False,none,False,,Triazole-phenol inhibitor. Triazole provides classic P450 Fe-N coordination. High confidence.
