record_id,chunk_id,uniprot_id,enzyme_name,ligand_name,pdb_id,original_class,verified_class,confidence,evidence_level,is_correct,is_mutant,trap_detected,needs_human_review,review_reason,reasoning
REC_0627,12,Q7Z1V1,CYP51 (T. cruzi),Posaconazole analog POZ,3K1O,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,POZ is CYP51 inhibitor for Chagas disease. High confidence.
REC_0628,12,Q7Z1V1,CYP51 (T. cruzi),UDO,3ZG2,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,UDO is CYP51 inhibitor for Chagas disease. High confidence.
REC_0629,12,Q7Z1V1,CYP51 (T. cruzi),UDD,3ZG3,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,UDD is CYP51 inhibitor for Chagas disease. High confidence.
REC_0630,12,Q7Z1V1,CYP51 (T. cruzi),TU1,4BMM,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,TU1 is CYP51 inhibitor for Chagas disease. High confidence.
REC_0631,12,Q7Z1V1,CYP51 (T. cruzi),WVH,4C0C,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,WVH is CYP51 inhibitor for Chagas disease. High confidence.
REC_0632,12,Q7Z1V1,CYP51 (T. cruzi),26N,4C27,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,26N is CYP51 inhibitor for Chagas disease. High confidence.
REC_0633,12,Q7Z1V1,CYP51 (T. cruzi),TW5,4C28,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,TW5 is CYP51 inhibitor for Chagas disease. High confidence.
REC_0634,12,Q7Z1V1,CYP51 (T. cruzi),LFD,4CK8,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,LFD is CYP51 inhibitor for Chagas disease. High confidence.
REC_0635,12,Q7Z1V1,CYP51 (T. cruzi),LFT,4CK9,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,LFT is CYP51 inhibitor for Chagas disease. High confidence.
REC_0636,12,Q7Z1V1,CYP51 (T. cruzi),LFS,4CKA,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,LFS is CYP51 inhibitor for Chagas disease. High confidence.
REC_0637,12,Q7Z1V1,CYP51 (T. cruzi),T9H,4COH,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,T9H is CYP51 inhibitor for Chagas disease. High confidence.
REC_0638,12,Q7Z1V1,CYP51 (T. cruzi),NEE,4H6O,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,NEE is CYP51 inhibitor for Chagas disease. High confidence.
REC_0639,12,Q7Z1V1,CYP51 (T. cruzi),25S,4UQH,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,25S is CYP51 inhibitor for Chagas disease. High confidence.
REC_0640,12,Q7Z1V1,CYP51 (T. cruzi),J5Y,4UVR,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,J5Y is CYP51 inhibitor for Chagas disease. High confidence.
REC_0641,12,Q7Z1V1,CYP51 (T. cruzi),VT1,5AJR,INHIBITOR,INHIBITOR,HIGH,A,True,False,none,False,,VT1 is CYP51 inhibitor for Chagas disease. High confidence.
REC_0642,12,Q81BF4,P450_Q81BF4,PALMITIC ACID,8HKJ,SUBSTRATE,SUBSTRATE,HIGH,A,True,False,none,False,,Palmitic acid is fatty acid substrate for bacterial P450. High confidence.
REC_0643,12,Q825I8,P450_Q825I8,Diclofenac,4UBS,SUBSTRATE,SUBSTRATE,HIGH,A,True,False,none,False,,Diclofenac is documented substrate. High confidence.
REC_0644,12,Q82D73,P450_Q82D73,OLEIC ACID,7WZM,SUBSTRATE,SUBSTRATE,HIGH,A,True,False,none,False,,Oleic acid is fatty acid substrate. High confidence.
REC_0645,12,Q82GL5,CYP154C2 (steroid hydroxylase),TESTOSTERONE,7CL8,SUBSTRATE,SUBSTRATE,HIGH,A,True,False,none,False,,CYP154C2 is steroid hydroxylase. Testosterone is steroid substrate. High confidence.
REC_0646,12,Q82GL5,CYP154C2 (steroid hydroxylase),4-ANDROSTENE-3-17-DIONE,7CL9,SUBSTRATE,SUBSTRATE,HIGH,A,True,False,none,False,,Androstenedione is steroid substrate for CYP154C2. High confidence.
REC_0647,12,Q82LM3,P450_Q82LM3,LAURIC ACID,5CWE,SUBSTRATE,SUBSTRATE,HIGH,A,True,False,none,False,,Lauric acid is medium-chain fatty acid substrate. High confidence.
REC_0648,12,Q83WF5,MycCI (mycinamicin biosynthesis),Mycinamicin VIII,5FOI,SUBSTRATE,SUBSTRATE,HIGH,A,True,False,none,False,,Mycinamicin VIII is substrate in mycinamicin biosynthetic pathway. High confidence.
