record_id,chunk_id,uniprot_id,enzyme_name,ligand_name,pdb_id,original_class,verified_class,confidence,evidence_level,is_correct,is_mutant,trap_detected,needs_human_review,review_reason,reasoning
REC_0115,03,D5DF88,CYP109A2 (P. megaterium),OCTANOIC ACID (CAPRYLIC ACID),8ABR,unknown,SUBSTRATE,MEDIUM,C,True,False,none,False,,Octanoic acid (caprylic acid) is a medium-chain fatty acid. CYP109 family is known to metabolize fatty acids. No mutant keywords in PDB. Classification as SUBSTRATE is reasonable but confidence remain
REC_0116,03,D5DF88,CYP109A2 (P. megaterium),TESTOSTERONE,8ABS,substrate,SUBSTRATE,HIGH,B,True,False,none,False,,Testosterone is well-documented as a substrate for CYP109A2. Original classification was already 'substrate'. Steroid hydroxylation is a typical activity of this enzyme.
REC_0117,03,D5DF88,CYP109A2 (P. megaterium),"(4~{S},6~{S})-4,6-dimethyloctanoic acid",8ABS,substrate,SUBSTRATE,HIGH,B,True,False,none,False,,"4,6-dimethyloctanoic acid is a branched fatty acid substrate. Original classification was 'substrate'. CYP109A2 is known to metabolize fatty acids including branched variants."
REC_0118,03,D5DKI8,CYP109E1 (steroid hydroxylase),CORTICOSTERONE,5L92,unknown,SUBSTRATE,HIGH,A,True,False,none,False,,"Corticosterone is a natural steroid. CYP109E1 is annotated as a steroid hydroxylase, making corticosterone a highly likely substrate. Classification as SUBSTRATE is well-supported."
REC_0119,03,D5DKI8,CYP109E1 (steroid hydroxylase),MALONIC ACID,5L92,unknown,EXCLUDE,HIGH,A,True,False,none,False,,Malonic acid is a crystallization artifact/additive. Notes confirm 'Malonic acid crystallization artifact'. Correct classification as EXCLUDE.
REC_0120,03,D5DKI8,CYP109E1 (steroid hydroxylase),TESTOSTERONE,5L94,substrate,SUBSTRATE,HIGH,A,True,False,none,False,,Testosterone is a canonical substrate for steroid hydroxylases. Original classification was 'substrate'. High confidence classification as SUBSTRATE.
REC_0121,03,E9NSU2,OleT (fatty acid decarboxylase),"5,8,11,14,17-EICOSAPENTAENOIC ACID",5M0O,substrate,SUBSTRATE,HIGH,A,True,False,none,False,,EPA (eicosapentaenoic acid) is a long-chain polyunsaturated fatty acid. OleT is a fatty acid decarboxylase. Original classification was 'substrate'. High confidence as SUBSTRATE.
REC_0122,03,E9NSU2,OleT (fatty acid decarboxylase),icosanoic acid,5M0P,substrate,SUBSTRATE,HIGH,A,True,False,none,False,,Icosanoic acid (arachidic acid) is a long-chain fatty acid. OleT is a fatty acid decarboxylase. Original classification was 'substrate'. High confidence as SUBSTRATE.
REC_0123,03,E9QY26,CYP51B (A. fumigatus),"N-[(1R)-1-(2,4-dichlorophenyl)-2-(1H-imidazol-1-yl)ethyl]-4-(5-phenyl-1,3,4-oxadiazol-2-yl)benzamide",4UYL,unknown,INHIBITOR,HIGH,A,True,False,none,False,,"Imidazole derivative with Fe-N coordination (2.02-2.03A). Notes confirm 'Imidazole deriv, Fe-N=2.02-2.03A'. Typical azole antifungal inhibitor. High confidence as INHIBITOR."
REC_0124,03,E9QY26,CYP51B (A. fumigatus),Voriconazole,4UYM,inhibitor,INHIBITOR,HIGH,A,True,False,none,False,,Voriconazole is a well-known azole antifungal drug. Fe-N coordination (2.11-2.13A). Original classification was 'inhibitor'. High confidence as INHIBITOR.
REC_0125,03,E9QY26,CYP51B (A. fumigatus),"(R)-4-((4-((6-(2-(2,4-difluorophenyl)-1,1-difluoro-2-hydroxy-3-(1H-tetrazol-1-yl)propyl)pyridin-3-yl)ethynyl)phenoxy)methyl)benzonitrile",5FRB,inhibitor,INHIBITOR,HIGH,A,True,False,none,False,,"VT-1598, a tetrazole-containing antifungal with Fe-N coordination (2.14A). Original classification was 'inhibitor'. Notes confirm 'VT-1598, Fe-N=2.14A'. High confidence as INHIBITOR."
REC_0126,03,E9QY26,CYP51B (A. fumigatus),"N-[(1R)-1-(2,4-dichlorophenyl)-2-(1H-imidazol-1-yl)ethyl]-4-{5-[2-fluoro-4-(2,2,2-trifluoroethoxy)phenyl]-1,3,4-oxadiazol-2-yl}benzamide",6CR2,unknown,INHIBITOR,HIGH,A,True,False,none,False,,"Imidazole derivative with Fe-N coordination (2.02-2.05A). Notes confirm 'Imidazole deriv, Fe-N=2.02-2.05A'. Typical azole inhibitor. High confidence as INHIBITOR."
REC_0127,03,F1RE08,P450_F1RE08,"(5Z)-7-{(1R,4S,5R,6R)-6-[(1E)-oct-1-en-1-yl]-2,3-diazabicyclo[2.2.1]hept-2-en-5-yl}hept-5-enoic acid",3B99,substrate,SUBSTRATE,HIGH,B,True,False,none,False,,Prostaglandin compound. Notes confirm 'Prostaglandin'. Original classification was 'substrate'. P450 enzymes are known to metabolize prostaglandins. High confidence as SUBSTRATE.
REC_0128,03,F2Q7T0,P450 BM3 (P. megaterium),Tioconazole,6H1L,inhibitor,INHIBITOR,HIGH,A,True,False,none,False,,Tioconazole is a well-known azole antifungal drug that inhibits P450s via Fe-N coordination (2.14A). Original classification was 'inhibitor'. High confidence as INHIBITOR.
