uniprot_id,enzyme_name,organism,pdb_id,ligand_ccd,ligand_name,original_class,final_class,confidence,audit_date,audit_method,notes
P9WPP7,CYP121 (CYP121A1),Mycobacterium tuberculosis,1N40,OXY,OXYGEN MOLECULE,unknown,EXCLUDE,high,2026-01-25,Codex PDB analysis,
P9WPP7,CYP121 (CYP121A1),Mycobacterium tuberculosis,4IPS,1G4,"(3S,6S)-3,6-bis(4-hydroxybenzyl)piperazin-2-one",substrate,SUBSTRATE,med-high,2026-01-25,Codex PDB analysis,
P9WPP7,CYP121 (CYP121A1),Mycobacterium tuberculosis,4G44,TZM,"3-(1H-1,2,4-triazol-1-ylmethyl)aniline",unknown,INHIBITOR,high,2026-01-25,Codex PDB analysis,
P9WPP7,CYP121 (CYP121A1),Mycobacterium tuberculosis,4G1X,TQU,"4-(1H-1,2,4-triazol-1-yl)quinolin-6-amine",unknown,INHIBITOR,high,2026-01-25,Codex PDB analysis,
P9WPP7,CYP121 (CYP121A1),Mycobacterium tuberculosis,4G47,TZF,"4-(1H-1,2,4-triazol-1-yl)phenol",unknown,INHIBITOR,high,2026-01-25,Codex PDB analysis,
P9WPP7,CYP121 (CYP121A1),Mycobacterium tuberculosis,5OPA,A2W,3-(4-fluorophenyl)-4-(imidazol-1-ylmethyl)-1-phenyl-pyrazole,inhibitor,INHIBITOR,high,2026-01-25,Codex PDB analysis,
P9WPP7,CYP121 (CYP121A1),Mycobacterium tuberculosis,6RQE,KEZ,3-acetylene dicyclotyrosine,unknown,SUBSTRATE,high,2026-01-25,Codex PDB analysis,
P9WPP7,CYP121 (CYP121A1),Mycobacterium tuberculosis,6UPG,KEQ,"(3~{S},6~{S})-3-[(4-hydroxyphenyl)methyl]-6-[(4-methoxyphenyl)methyl]piperazine-2,5-dione",unknown,SUBSTRATE,high,2026-01-25,Codex PDB analysis,
P9WPP7,CYP121 (CYP121A1),Mycobacterium tuberculosis,3G5H,YTT,"(3S,6S)-3,6-bis(4-hydroxybenzyl)piperazine-2,5-dione",unknown,SUBSTRATE,high,2026-01-25,Codex PDB analysis,Canonical cyclo(Tyr-Tyr) substrate
P9WPP7,CYP121 (CYP121A1),Mycobacterium tuberculosis,4IPW,1G7,"(3S,6S)-3-(3,4-dihydroxybenzyl)-6-(4-hydroxybenzyl)piperazine-2,5-dione",substrate,SUBSTRATE,med-high,2026-01-25,Codex PDB analysis,
P9WPP7,CYP121 (CYP121A1),Mycobacterium tuberculosis,4IQ9,1GB,"(3S,6S)-3-(4-hydroxybenzyl)-6-(1H-indol-3-ylmethyl)piperazine-2,5-dione",substrate,SUBSTRATE,medium,2026-01-25,Codex PDB analysis,
P9WPP7,CYP121 (CYP121A1),Mycobacterium tuberculosis,6RQ8,KEH,"(3~{S},6~{S})-3-[(4-hydroxyphenyl)methyl]-6-[(3-iodanyl-4-oxidanyl-phenyl)methyl]piperazine-2,5-dione",unknown,SUBSTRATE,high,2026-01-25,Codex PDB analysis,
P9WPP7,CYP121 (CYP121A1),Mycobacterium tuberculosis,6RQ6,R2H,3-fluoro dicyclotyrosine,unknown,SUBSTRATE,high,2026-01-25,Codex PDB analysis,
P9WPP7,CYP121 (CYP121A1),Mycobacterium tuberculosis,5WP2,CYN,CYANIDE ION,substrate,EXCLUDE,high,2026-01-25,Codex PDB analysis,Reclassified from substrate to exclude
