uniprot_id,enzyme_name,organism,pdb_id,ligand_ccd,ligand_name,original_class,final_class,confidence,audit_date,audit_method,notes
D5DKI8,CYP109E1 (steroid hydroxylase),Priestia megaterium DSM 319,5L92,MLA,MALONIC ACID,unknown,EXCLUDE,high,2026-01-25,Codex PDB deep analysis,Malonic acid crystallization artifact
D5DKI8,CYP109E1 (steroid hydroxylase),Priestia megaterium DSM 319,5L92,C0R,CORTICOSTERONE,unknown,SUBSTRATE,high,2026-01-25,Codex PDB deep analysis,Corticosterone
D5DKI8,CYP109E1 (steroid hydroxylase),Priestia megaterium DSM 319,5L94,TES,TESTOSTERONE,substrate,SUBSTRATE,high,2026-01-25,Codex PDB deep analysis,Testosterone
Q2GB12,CYP101D1 (camphor monooxygenase),Novosphingobium aromaticivorans,6WGW,CAH,5-EXO-HYDROXYCAMPHOR,substrate,PRODUCT,high,2026-01-25,Codex PDB deep analysis,5-exo-hydroxycamphor
Q2GB12,CYP101D1 (camphor monooxygenase),Novosphingobium aromaticivorans,6WGW,CAM,CAMPHOR,substrate,SUBSTRATE,high,2026-01-25,Codex PDB deep analysis,Camphor
Q2GB12,CYP101D1 (camphor monooxygenase),Novosphingobium aromaticivorans,4C9L,CYN,CYANIDE ION,substrate,EXCLUDE,high,2026-01-25,Codex PDB deep analysis,"Cyanide ion (heme ligand, NOT substrate)"
Q8VS75,TxtC (thaxtomin biosynthesis),Streptomyces acidiscabies 84-104,6F0C,C8B,"(3~{R},6~{S})-1,4-dimethyl-6-[(4-nitro-1~{H}-indol-3-yl)methyl]-3-oxidanyl-3-(phenylmethyl)piperazine-2,5-dione",substrate,SUBSTRATE,high,2026-01-25,Codex PDB deep analysis,Nitroindole DKP substrate
Q8VS75,TxtC (thaxtomin biosynthesis),Streptomyces acidiscabies 84-104,6F0C,OXY,OXYGEN MOLECULE,substrate,EXCLUDE,high,2026-01-25,Codex PDB deep analysis,"Molecular oxygen (cosubstrate, not organic)"
Q8VS75,TxtC (thaxtomin biosynthesis),Streptomyces acidiscabies 84-104,6F0B,C8H,"(3~{S},6~{S})-1,4-dimethyl-3-[(4-nitro-1~{H}-indol-3-yl)methyl]-6-(phenylmethyl)piperazine-2,5-dione",substrate,SUBSTRATE,high,2026-01-25,Codex PDB deep analysis,Nitroindole DKP isomer
A7U483,CYP17A2 (zebrafish steroid 17a-hydroxylase),Danio rerio,4R21,STR,PROGESTERONE,substrate,SUBSTRATE,high,2026-01-25,Codex PDB deep analysis,Progesterone
A7U483,CYP17A2 (zebrafish steroid 17a-hydroxylase),Danio rerio,4R20,HG,MERCURY (II) ION,unknown,EXCLUDE,high,2026-01-25,Codex PDB deep analysis,Mercury ion (heavy atom artifact)
A7U483,CYP17A2 (zebrafish steroid 17a-hydroxylase),Danio rerio,4R20,AER,Abiraterone,unknown,INHIBITOR,high,2026-01-25,Codex PDB deep analysis,"Abiraterone, Fe-N=1.92A"
Q96242,Allene Oxide Synthase (CYP74A),Arabidopsis thaliana,3DSK,T25,"(9Z)-11-[(2R,3S)-3-pentyloxiran-2-yl]undec-9-enoic acid",unknown,PRODUCT,medium,2026-01-25,Codex PDB deep analysis,Epoxy fatty acid (product/intermediate)
Q96242,Allene Oxide Synthase (CYP74A),Arabidopsis thaliana,3DSJ,243,"(9Z,11E,13S)-13-hydroxyoctadeca-9,11-dienoic acid",unknown,SUBSTRATE,medium,2026-01-25,Codex PDB deep analysis,Hydroxy fatty acid (substrate analog)
Q96242,Allene Oxide Synthase (CYP74A),Arabidopsis thaliana,3DSI,T24,"(9Z,11E,13S,15Z)-13-hydroxyoctadeca-9,11,15-trienoic acid",unknown,SUBSTRATE,medium,2026-01-25,Codex PDB deep analysis,Hydroxy fatty acid (substrate analog)
Q603T8,CYP51 (M. capsulatus),Methylococcus capsulatus str. Bath,6MCW,JDJ,"23-[4-(2,4,4-trimethylpentan-2-yl)phenoxy]-3,6,9,12,15,18,21-heptaoxatricosan-1-ol",product,EXCLUDE,high,2026-01-25,Codex PDB deep analysis,Detergent (NOT product)
Q603T8,CYP51 (M. capsulatus),Methylococcus capsulatus str. Bath,7SNM,LAN,LANOSTEROL,unknown,SUBSTRATE,high,2026-01-25,Codex PDB deep analysis,Lanosterol
Q603T8,CYP51 (M. capsulatus),Methylococcus capsulatus,7JJ1,16A,CETYL-TRIMETHYL-AMMONIUM,unknown,EXCLUDE,high,2026-01-25,Codex PDB deep analysis,Cetyltrimethylammonium detergent
Q8NSW2,CYP_CREJ (C. glutamicum),Corynebacterium glutamicum ATCC 13032,5XJN,88L,(4-ethylphenyl) dihydrogen phosphate,unknown,SUBSTRATE,medium,2026-01-25,Codex PDB deep analysis,4-ethylphenyl phosphate (binding study)
Q8NSW2,CYP_CREJ (C. glutamicum),Corynebacterium glutamicum ATCC 13032,5GWE,GWM,(4-methylphenyl) dihydrogen phosphate,unknown,SUBSTRATE,medium,2026-01-25,Codex PDB deep analysis,4-methylphenyl phosphate (binding study)
Q8NSW2,CYP_CREJ (C. glutamicum),Corynebacterium glutamicum,7CCF,FW6,(3-ethylphenyl) dihydrogen phosphate,unknown,SUBSTRATE,medium,2026-01-25,Codex PDB deep analysis,3-ethylphenyl phosphate (binding study)
A0A0K6ITW2,CYP116B46 (T. thermophilus),Tepidiphilus thermophilus,6LDL,BCN,BICINE,unknown,EXCLUDE,high,2026-01-25,Codex PDB deep analysis,Bicine buffer
A0A0K6ITW2,CYP116B46 (T. thermophilus),Tepidiphilus thermophilus,6LAA,FES,FE2/S2 (INORGANIC) CLUSTER,unknown,EXCLUDE,high,2026-01-25,Codex PDB deep analysis,Fe2/S2 cluster (reductase cofactor)
A0A0K6ITW2,CYP116B46 (T. thermophilus),Tepidiphilus thermophilus,6LAA,CO3,CARBONATE ION,unknown,EXCLUDE,high,2026-01-25,Codex PDB deep analysis,Carbonate ion
P9WPN8,CYP126A1 (M. tuberculosis),Mycobacterium tuberculosis CDC1551,5LI7,6XD,1-(1-adamantyl)-3-(3-imidazol-1-ylpropyl)urea,unknown,INHIBITOR,high,2026-01-25,Codex PDB deep analysis,"Imidazole-adamantyl urea, Fe-N=1.99A"
P9WPN8,CYP126A1 (M. tuberculosis),Mycobacterium tuberculosis CDC1551,5LI8,KKK,"1-acetyl-4-(4-{[(2R,4S)-2-(2,4-dichlorophenyl)-2-(1H-imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy}phenyl)piperazine",inhibitor,INHIBITOR,high,2026-01-25,Codex PDB deep analysis,"Dichlorophenyl imidazole, Fe-N=1.99A"
P9WPN8,CYP126A1 (M. tuberculosis),Mycobacterium tuberculosis CDC1551,5LI6,6XF,"~{N}-[[3-(4-methoxyphenyl)-1,2,4-oxadiazol-5-yl]methyl]-2-(4-nitrophenyl)-~{N}-propan-2-yl-ethanamide",unknown,INHIBITOR,medium,2026-01-25,Codex PDB deep analysis,Methoxyphenyl oxadiazole
G1UDU7,P450revI (reveromycin biosynthesis),Actinacidiphila reveromycinica,3WVS,RRM,"(2E,4S,5S,6E,8E)-10-{(2R,3S,6S,8R,9S)-9-butyl-8-[(1E,3E)-4-carboxy-3-methylbuta-1,3-dien-1-yl]-3-methyl-1,7-dioxaspiro[5.5]undec-2-yl}-5-hydroxy-4,8-dimethyldeca-2,6,8-trienoic acid",product,PRODUCT,high,2026-01-25,Codex PDB deep analysis,Reveromycin analog
G1UDU7,P450revI (reveromycin biosynthesis),Actinacidiphila reveromycinica,3WVS,TLA,L(+)-TARTARIC ACID,unknown,EXCLUDE,high,2026-01-25,Codex PDB deep analysis,Tartaric acid crystallization additive
Q2G637,CYP101C1 (Novosphingobium),Novosphingobium aromaticivorans DSM 12444,3OFT,HX2,"(2R,5R)-hexane-2,5-diol",unknown,EXCLUDE,high,2026-01-25,Codex PDB deep analysis,Hexanediol solvent/precipitant
Q2G637,CYP101C1 (Novosphingobium),Novosphingobium aromaticivorans DSM 12444,3OFU,ID3,"(3E)-4-(2,6,6-trimethylcyclohex-1-en-1-yl)but-3-en-2-one",unknown,SUBSTRATE,high,2026-01-25,Codex PDB deep analysis,Beta-ionone terpene
F2Q7T0,P450 BM3 (P. megaterium),Priestia megaterium,6H1L,FJQ,Tioconazole,inhibitor,INHIBITOR,high,2026-01-25,Codex PDB deep analysis,"Tioconazole, Fe-N=2.14A"
F2Q7T0,P450 BM3 (P. megaterium),Priestia megaterium,6H1L,TLA,L(+)-TARTARIC ACID,inhibitor,EXCLUDE,high,2026-01-25,Codex PDB deep analysis,"Tartaric acid (NOT inhibitor, crystallization)"
E9NSU2,OleT (fatty acid decarboxylase),Jeotgalicoccus sp. ATCC 8456,5M0O,EPA,"5,8,11,14,17-EICOSAPENTAENOIC ACID",substrate,SUBSTRATE,high,2026-01-25,Codex PDB deep analysis,Eicosapentaenoic acid
