uniprot_id,enzyme_name,organism,pdb_id,ligand_ccd,ligand_name,original_class,final_class,confidence,audit_date,audit_method,notes
P05108,CYP11A1 (cholesterol side-chain cleavage),Homo sapiens,3N9Y,CLR,CHOLESTEROL,substrate,SUBSTRATE,high,2026-01-25,Codex PDB deep analysis,Cholesterol
P05108,CYP11A1 (cholesterol side-chain cleavage),Homo sapiens,3N9Y,FES,FE2/S2 (INORGANIC) CLUSTER,substrate,EXCLUDE,high,2026-01-25,Codex PDB deep analysis,Fe2/S2 cluster (adrenodoxin)
P05108,CYP11A1 (cholesterol side-chain cleavage),Homo sapiens,3N9Z,HC9,"(3alpha,8alpha,22R)-cholest-5-ene-3,22-diol",substrate,PRODUCT,high,2026-01-25,Codex PDB deep analysis,22-hydroxycholesterol
P05108,CYP11A1 (cholesterol side-chain cleavage),Homo sapiens,3NA1,HCD,"(3alpha,8alpha)-cholest-5-ene-3,20-diol",substrate,PRODUCT,high,2026-01-25,Codex PDB deep analysis,20-hydroxycholesterol
P05108,CYP11A1 (cholesterol side-chain cleavage),Homo sapiens,3NA0,2DC,"(3alpha,8alpha,22R)-cholest-5-ene-3,20,22-triol",substrate,PRODUCT,high,2026-01-25,Codex PDB deep analysis,"20,22-dihydroxycholesterol"
A0A8I3B027,P450 NASF5053 (DKP dimerase),Streptomyces sp. NRRL F-5053,8HNZ,3I5,"(3~{S},8~{a}~{S})-3-[(5-fluoranyl-1~{H}-indol-3-yl)methyl]-2,3,6,7,8,8~{a}-hexahydropyrrolo[1,2-a]pyrazine-1,4-dione",unknown,SUBSTRATE,high,2026-01-25,Codex PDB deep analysis,6FCWP (fluoro-DKP)
A0A8I3B027,P450 NASF5053 (DKP dimerase),Streptomyces sp. NRRL F-5053,6VXV,QRP,"(3S,8aS)-3-(1H-indol-3-ylmethyl)hexahydropyrrolo[1,2-a]pyrazine-1,4-dione",unknown,SUBSTRATE,high,2026-01-25,Codex PDB deep analysis,Cyclo-L-Trp-L-Pro
A0A8I3B027,P450 NASF5053 (DKP dimerase),Streptomyces sp. NRRL F-5053,6W0S,BR,BROMIDE ION,substrate,EXCLUDE,high,2026-01-25,Codex PDB deep analysis,Bromide ion
A0A8I3B027,P450 NASF5053 (DKP dimerase),Streptomyces sp. NRRL F-5053,8HO0,3ZI,"(3~{S},8~{a}~{S})-3-[(7-fluoranyl-1~{H}-indol-3-yl)methyl]-2,3,6,7,8,8~{a}-hexahydropyrrolo[1,2-a]pyrazine-1,4-dione",unknown,SUBSTRATE,high,2026-01-25,Codex PDB deep analysis,8FCWP (fluoro-DKP)
A0A8I3B027,P450 NASF5053 (DKP dimerase),Streptomyces sp. NRRL F-5053,8HNY,2IV,"(3~{S},8~{a}~{S})-3-[(4-fluoranyl-1~{H}-indol-3-yl)methyl]-2,3,6,7,8,8~{a}-hexahydropyrrolo[1,2-a]pyrazine-1,4-dione",unknown,SUBSTRATE,high,2026-01-25,Codex PDB deep analysis,5FCWP (fluoro-DKP)
P05181,CYP2E1,Homo sapiens,3E6I,LZ1,1H-indazole,inhibitor,INHIBITOR,high,2026-01-25,Codex PDB deep analysis,"1H-indazole, Fe-N=2.19-2.22A"
P05181,CYP2E1,Homo sapiens,3T3Z,9PL,"(3S,4R)-3-ethyl-4-[(1-methyl-1H-imidazol-5-yl)methyl]dihydrofuran-2(3H)-one",unknown,INHIBITOR,high,2026-01-25,Codex PDB deep analysis,"Pilocarpine, Fe-N=2.18-2.21A"
P05181,CYP2E1,Homo sapiens,3E4E,4PZ,4-methyl-1H-pyrazole,inhibitor,INHIBITOR,high,2026-01-25,Codex PDB deep analysis,"4-methyl-pyrazole, Fe-N=1.58-1.72A"
P05181,CYP2E1,Homo sapiens,3GPH,OID,10-(1H-imidazol-1-yl)decanoic acid,unknown,INHIBITOR,high,2026-01-25,Codex PDB deep analysis,"Decanoic acid-imidazole, Fe-N=2.34-2.44A"
P05181,CYP2E1,Homo sapiens,3KOH,OIO,8-(1H-imidazol-1-yl)octanoic acid,unknown,INHIBITOR,high,2026-01-25,Codex PDB deep analysis,"Octanoic acid-imidazole, Fe-N=2.52-2.59A"
P0DPQ7,GcoA (aromatic O-demethylase),Amycolatopsis sp. ATCC 39116,6HQL,JZ3,Guaiacol,unknown,SUBSTRATE,high,2026-01-25,Codex PDB deep analysis,Guaiacol
P0DPQ7,GcoA (aromatic O-demethylase),Amycolatopsis sp. ATCC 39116,6YCM,V55,4-hydroxy-3-methoxybenzaldehyde,product,SUBSTRATE,high,2026-01-25,Codex PDB deep analysis,p-Vanillin
P0DPQ7,GcoA (aromatic O-demethylase),Amycolatopsis sp. ATCC 39116,6HQQ,3DM,"2,6-dimethoxyphenol",unknown,SUBSTRATE,high,2026-01-25,Codex PDB deep analysis,"Syringol (2,6-dimethoxyphenol)"
P0DPQ7,GcoA (aromatic O-demethylase),Amycolatopsis sp. ATCC 39116,6YCO,OKE,2-(hydroxymethyl)-6-methoxy-phenol,unknown,SUBSTRATE,high,2026-01-25,Codex PDB deep analysis,o-Vanillin
D5DF88,CYP109A2 (P. megaterium),Priestia megaterium DSM 319,8ABS,TES,TESTOSTERONE,substrate,SUBSTRATE,medium,2026-01-25,Codex PDB deep analysis,Testosterone
D5DF88,CYP109A2 (P. megaterium),Priestia megaterium DSM 319,8ABS,W2L,"(4~{S},6~{S})-4,6-dimethyloctanoic acid",substrate,SUBSTRATE,high,2026-01-25,Codex PDB deep analysis,"4,6-dimethyloctanoic acid"
D5DF88,CYP109A2 (P. megaterium),Priestia megaterium DSM 319,8ABR,OCA,OCTANOIC ACID (CAPRYLIC ACID),unknown,SUBSTRATE,medium,2026-01-25,Codex PDB deep analysis,Octanoic acid
D5DF88,CYP109A2 (P. megaterium),Priestia megaterium DSM 319,8ABR,6NA,HEXANOIC ACID,unknown,SUBSTRATE,high,2026-01-25,Codex PDB deep analysis,Hexanoic acid
P53554,BioI/CYP107H (B. subtilis),Bacillus subtilis,3EJB,HTG,heptyl 1-thio-beta-D-glucopyranoside,unknown,EXCLUDE,high,2026-01-25,Codex PDB deep analysis,Heptyl thioglucoside (detergent)
P53554,BioI/CYP107H (B. subtilis),Bacillus subtilis,3EJB,ZMP,"S-[2-({N-[(2S)-2-hydroxy-3,3-dimethyl-4-(phosphonooxy)butanoyl]-beta-alanyl}amino)ethyl] tetradecanethioate",product,SUBSTRATE,high,2026-01-25,Codex PDB deep analysis,Acyl-phosphopantetheine (ACP)
P53554,BioI/CYP107H (B. subtilis),Bacillus subtilis,3EJD,ZMQ,"S-[2-({N-[(2S)-2-hydroxy-3,3-dimethyl-4-(phosphonooxy)butanoyl]-beta-alanyl}amino)ethyl] (9Z)-hexadec-9-enethioate",product,SUBSTRATE,high,2026-01-25,Codex PDB deep analysis,Acyl-phosphopantetheine (ACP)
P53554,BioI/CYP107H (B. subtilis),Bacillus subtilis,3EJE,ZMO,"S-[2-({N-[(2S)-2-hydroxy-3,3-dimethyl-4-(phosphonooxy)butanoyl]-beta-alanyl}amino)ethyl] (9Z)-octadec-9-enethioate",product,SUBSTRATE,high,2026-01-25,Codex PDB deep analysis,Acyl-phosphopantetheine (ACP)
L8GJB3,CYP51 (A. castellanii),Acanthamoeba castellanii,8EKT,VT1,"(R)-2-(2,4-Difluorophenyl)-1,1-difluoro-3-(1H-tetrazol-1-yl)-1-(5-(4-(2,2,2-trifluoroethoxy)phenyl)pyridin-2-yl)propan-2-ol",inhibitor,INHIBITOR,high,2026-01-25,Codex PDB deep analysis,"VT-1161, Fe-N=2.20-2.27A"
L8GJB3,CYP51 (A. castellanii),Acanthamoeba castellanii str. Neff,6UW2,CL6,1-[(2-CHLOROPHENYL)(DIPHENYL)METHYL]-1H-IMIDAZOLE,inhibitor,INHIBITOR,high,2026-01-25,Codex PDB deep analysis,"Clotrimazole, Fe-N=2.11-2.20A"
L8GJB3,CYP51 (A. castellanii),Acanthamoeba castellanii str. Neff,6UW2,GAI,GUANIDINE,inhibitor,EXCLUDE,high,2026-01-25,Codex PDB deep analysis,Guanidine (buffer)
L8GJB3,CYP51 (A. castellanii),Acanthamoeba castellanii str. Neff,6UX0,QKM,"4-{2-[(2R,3R)-3-(2,5-difluorophenyl)-3-hydroxy-4-(1H-1,2,4-triazol-1-yl)butan-2-yl]-1,3-thiazol-4-yl}benzonitrile",inhibitor,INHIBITOR,high,2026-01-25,Codex PDB deep analysis,"Isavuconazole, Fe-N=1.90-2.32A"
E9QY26,CYP51B (A. fumigatus),Aspergillus fumigatus Af293,6CR2,LFV,"N-[(1R)-1-(2,4-dichlorophenyl)-2-(1H-imidazol-1-yl)ethyl]-4-{5-[2-fluoro-4-(2,2,2-trifluoroethoxy)phenyl]-1,3,4-oxadiazol-2-yl}benzamide",unknown,INHIBITOR,high,2026-01-25,Codex PDB deep analysis,"Imidazole deriv, Fe-N=2.02-2.05A"
E9QY26,CYP51B (A. fumigatus),Aspergillus fumigatus,4UYM,VOR,Voriconazole,inhibitor,INHIBITOR,high,2026-01-25,Codex PDB deep analysis,"Voriconazole, Fe-N=2.11-2.13A"
E9QY26,CYP51B (A. fumigatus),Aspergillus fumigatus,4UYL,VNI,"N-[(1R)-1-(2,4-dichlorophenyl)-2-(1H-imidazol-1-yl)ethyl]-4-(5-phenyl-1,3,4-oxadiazol-2-yl)benzamide",unknown,INHIBITOR,high,2026-01-25,Codex PDB deep analysis,"Imidazole deriv, Fe-N=2.02-2.03A"
E9QY26,CYP51B (A. fumigatus),Aspergillus fumigatus,5FRB,VT2,"(R)-4-((4-((6-(2-(2,4-difluorophenyl)-1,1-difluoro-2-hydroxy-3-(1H-tetrazol-1-yl)propyl)pyridin-3-yl)ethynyl)phenoxy)methyl)benzonitrile",inhibitor,INHIBITOR,high,2026-01-25,Codex PDB deep analysis,"VT-1598, Fe-N=2.14A"
P9WPN5,CYP130 (M. tuberculosis),Mycobacterium tuberculosis H37Rv,2WHF,II4,1-(3-METHYLPHENYL)-1H-BENZIMIDAZOL-5-AMINE,unknown,INHIBITOR,high,2026-01-25,Codex PDB deep analysis,"Methylphenyl-benzimidazole, Fe-N=2.12A"
P9WPN5,CYP130 (M. tuberculosis),Mycobacterium tuberculosis H37Rv,2WH8,II2,"5-AMINO-2-{4-[(4-AMINOPHENYL)SULFANYL]PHENYL}-1H-ISOINDOLE-1,3(2H)-DIONE",unknown,INHIBITOR,high,2026-01-25,Codex PDB deep analysis,"Phenylsulfanyl compound, Fe-N=2.09-2.15A"
P9WPN5,CYP130 (M. tuberculosis),Mycobacterium tuberculosis H37Rv,2UVN,F,FLUORIDE ION,inhibitor,EXCLUDE,high,2026-01-25,Codex PDB deep analysis,Fluoride ion
P9WPN5,CYP130 (M. tuberculosis),Mycobacterium tuberculosis H37Rv,2UVN,ECN,"1-[(2S)-2-[(4-CHLOROBENZYL)OXY]-2-(2,4-DICHLOROPHENYL)ETHYL]-1H-IMIDAZOLE",inhibitor,INHIBITOR,high,2026-01-25,Codex PDB deep analysis,"Econazole, Fe-N=2.75-2.76A"
A0A0B4ZV78,IKAD (Streptomyces sp. ZJ306),Streptomyces sp. ZJ306,8JNC,E5I,"(1Z,3E,5S,8R,9S,10S,11R,13R,15R,16S,18Z,24S,25S)-11-ethyl-2,24-dihydroxy-10-methyl-21,26-diazapentacyclo[23.2.1.09,13.08,15.05,16]octacosa-1(2),3,18-triene-7,20,27,28-tetraone",substrate,SUBSTRATE,high,2026-01-25,Codex PDB deep analysis,10-epi-maltophilin
A0A0B4ZV78,IKAD (Streptomyces sp. ZJ306),Streptomyces sp. ZJ306,8JNO,E8T,"(1Z,3E,5S,7S,8R,9S,10S,11R,13R,15R,16S,18Z,25S)-11-ethyl-2,7-dihydroxy-10-methyl-21,26-diazapentacyclo[23.2.1.09,13.08,15.05,16]octacosa-1(2),3,18-triene-20,27,28-trione",substrate,SUBSTRATE,high,2026-01-25,Codex PDB deep analysis,10-epi-deOH-HSAF
A0A0B4ZV78,IKAD (Streptomyces sp. ZJ306),Streptomyces sp. ZJ306,8JUA,F7Z,"(1Z,3E,5S,7R,8R,10R,11R,12S,13R,15S,16R,17S,19Z,26S)-11-ethyl-2-hydroxy-10-methyl-22,27-diaza-14 oxahexacyclo[24.2.1.05,17.07,16.013,15.08,12]nonacosa-1(2),3,19-triene-21,28,29-trione",product,PRODUCT,high,2026-01-25,Codex PDB deep analysis,Epoxyikarugamycin
A0A0B4ZV78,IKAD (Streptomyces sp. ZJ306),Streptomyces sp. ZJ306,8JOO,EIA,"(1Z,3E,5S,7R,8R,10R,11R,12S,15R,16S,18Z,25S)-11-ethyl-2-hydroxy-10-methyl-21,26-diazapentacyclo[23.2.1.05,16.07,15.08,12]octacosa-1(2),3,13,18-tetraene-20,27,28-trione",substrate,SUBSTRATE,high,2026-01-25,Codex PDB deep analysis,Ikarugamycin
