epoch,timestamp,lr,grad_norm,train_loss,val_loss,val_auc,val_aupr,val_auc_0,val_auc_1,val_auc_2,val_auc_3,val_auc_4,val_auc_5,val_auc_6,val_aupr_0,val_aupr_1,val_aupr_2,val_aupr_3,val_aupr_4,val_aupr_5,val_aupr_6
0,2026-04-14 22:21:57,5.00e-06,1.8709,0.593051,0.510751,,,,,,,,,,,,,,,,
1,2026-04-14 22:23:02,3.79e-05,0.5362,0.325386,0.293542,0.439795,0.073344,0.439795,,,,,,,0.073344,,,,,,
2,2026-04-14 22:24:10,7.08e-05,0.2034,0.299789,0.291375,0.496830,0.082907,0.496830,,,,,,,0.082907,,,,,,
3,2026-04-14 22:25:18,1.04e-04,0.2258,0.306317,0.289150,0.559712,0.097619,0.559712,,,,,,,0.097619,,,,,,
4,2026-04-14 22:26:28,1.37e-04,0.2191,0.291272,0.288753,0.577708,0.102045,0.577708,,,,,,,0.102045,,,,,,
5,2026-04-14 22:27:35,1.70e-04,0.2373,0.303274,0.286194,0.588542,0.108754,0.588542,,,,,,,0.108754,,,,,,
6,2026-04-14 22:28:43,2.03e-04,0.2521,0.283691,0.279654,0.598240,0.108040,0.598240,,,,,,,0.108040,,,,,,
7,2026-04-14 22:29:44,2.35e-04,0.3336,0.288037,0.265889,0.644022,0.149533,0.644022,,,,,,,0.149533,,,,,,
8,2026-04-14 22:30:49,2.68e-04,0.3716,0.262042,0.257050,0.712100,0.200634,0.712100,,,,,,,0.200634,,,,,,
9,2026-04-14 22:31:55,3.01e-04,0.4028,0.241017,0.241421,0.764421,0.239784,0.764421,,,,,,,0.239784,,,,,,
10,2026-04-14 22:33:07,3.34e-04,0.3954,0.220587,0.232183,0.797998,0.299764,0.797998,,,,,,,0.299764,,,,,,
11,2026-04-14 22:34:14,3.67e-04,0.4605,0.205337,0.218655,0.837882,0.368137,0.837882,,,,,,,0.368137,,,,,,
12,2026-04-14 22:35:12,4.00e-04,0.4939,0.201036,0.214241,0.850563,0.398650,0.850563,,,,,,,0.398650,,,,,,
13,2026-04-14 22:36:23,4.00e-04,0.4552,0.187077,0.207613,0.861906,0.448459,0.861906,,,,,,,0.448459,,,,,,
14,2026-04-14 22:37:27,4.00e-04,0.4197,0.167642,0.229129,0.873385,0.461561,0.873385,,,,,,,0.461561,,,,,,
15,2026-04-14 22:38:31,4.00e-04,0.5107,0.168962,0.202072,0.862473,0.416041,0.862473,,,,,,,0.416041,,,,,,
16,2026-04-14 22:39:42,4.00e-04,0.5053,0.161452,0.194099,0.888056,0.499700,0.888056,,,,,,,0.499700,,,,,,
17,2026-04-14 22:40:46,4.00e-04,0.5220,0.148318,0.201096,0.895232,0.536029,0.895232,,,,,,,0.536029,,,,,,
18,2026-04-14 22:41:52,4.00e-04,0.5066,0.140105,0.195176,0.895725,0.519632,0.895725,,,,,,,0.519632,,,,,,
19,2026-04-14 22:42:53,4.00e-04,0.5264,0.135141,0.203414,0.902378,0.546344,0.902378,,,,,,,0.546344,,,,,,
20,2026-04-14 22:44:00,4.00e-04,0.5317,0.130946,0.193117,0.901626,0.543586,0.901626,,,,,,,0.543586,,,,,,
