Dock Index,Enzyme Index,Substrate Index,Label
0,19,0,1
1,19,1,1
2,131,2,1
3,131,4,1
4,246,5,1
5,246,7,1
6,246,8,1
7,246,9,1
8,246,10,1
10,133,12,1
11,181,13,1
12,181,14,1
13,181,15,1
14,242,17,1
16,47,19,1
17,209,20,1
18,143,21,1
19,143,22,1
20,97,23,1
21,259,24,1
22,175,25,1
23,36,26,1
25,157,28,1
35,118,39,1
36,24,40,1
42,19,46,1
43,19,47,1
44,44,48,1
45,114,49,1
46,26,50,1
47,27,51,1
48,27,52,1
49,27,53,1
50,291,54,1
51,291,55,1
52,291,56,1
53,290,50,1
55,178,15,1
56,178,58,1
57,10,1,1
58,10,59,1
59,99,60,1
60,230,60,1
61,230,61,1
79,63,75,1
80,248,12,1
81,102,75,1
82,104,76,1
83,103,77,1
84,13,78,1
85,225,60,1
86,203,79,1
87,132,25,1
88,132,80,1
89,115,12,1
90,35,81,1
91,198,48,1
92,6,82,1
93,177,83,1
94,177,24,1
95,177,84,1
97,170,24,1
98,31,86,1
99,30,23,1
107,168,93,1
108,22,94,1
109,45,39,1
110,25,12,1
115,14,24,1
116,33,98,1
117,174,25,1
118,92,99,1
121,137,102,1
122,137,103,1
123,127,104,1
124,127,105,1
125,139,106,1
126,139,107,1
127,139,108,1
128,139,109,1
132,70,113,1
133,70,115,1
134,69,117,1
136,72,119,1
137,72,120,1
141,288,124,1
150,285,133,1
151,235,134,1
152,285,135,1
153,285,136,1
154,285,138,1
155,285,139,1
158,84,142,1
159,84,143,1
160,263,99,1
161,262,145,1
162,263,146,1
169,77,75,1
170,245,0,1
171,244,1,1
172,18,46,1
173,20,152,1
177,189,153,1
183,76,157,1
184,76,158,1
185,76,159,1
186,76,160,1
187,66,161,1
188,66,162,1
195,65,169,1
196,74,170,1
198,74,172,1
201,74,175,1
202,75,176,1
203,75,151,1
204,74,125,1
206,85,178,1
207,60,179,1
208,85,180,1
213,59,185,1
214,9,186,1
215,9,187,1
216,273,25,1
218,272,98,1
221,267,191,1
222,274,192,1
226,7,160,1
227,220,193,1
228,167,24,1
240,220,205,1
241,220,206,1
244,17,209,1
247,120,5,1
250,121,214,1
251,119,215,1
253,122,217,1
254,16,218,1
255,16,219,1
256,277,220,1
260,207,120,1
261,207,225,1
262,206,226,1
263,206,227,1
271,67,124,1
272,67,177,1
273,67,233,1
274,67,234,1
275,67,136,1
276,68,235,1
277,67,236,1
283,93,241,1
284,129,242,1
290,265,246,1
291,265,247,1
292,265,248,1
296,142,60,1
305,154,60,1
307,201,259,1
324,151,273,1
325,152,60,1
326,151,274,1
327,151,275,1
328,151,276,1
333,204,17,1
341,264,287,1
355,204,301,1
356,204,302,1
357,204,303,1
358,204,304,1
359,204,305,1
360,204,306,1
361,204,307,1
362,204,308,1
363,204,309,1
367,264,313,1
368,264,314,1
382,5,259,1
384,247,326,1
385,149,327,1
386,149,328,1
387,149,329,1
390,73,331,1
392,73,125,1
393,73,332,1
394,160,333,1
395,130,134,1
396,135,134,1
397,163,329,1
398,163,334,1
399,163,335,1
400,279,336,1
401,279,337,1
402,279,338,1
403,279,339,1
404,279,340,1
405,279,341,1
406,163,342,1
407,163,343,1
408,163,344,1
409,163,345,1
410,163,346,1
411,163,347,1
414,163,350,1
415,279,351,1
416,278,352,1
417,163,353,1
418,163,354,1
420,163,356,1
421,163,328,1
422,163,357,1
423,164,358,1
424,162,359,1
425,280,360,1
426,163,361,1
427,163,362,1
428,163,363,1
429,163,364,1
430,163,365,1
431,163,366,1
432,163,367,1
433,163,368,1
435,279,370,1
437,162,374,1
438,163,375,1
439,163,376,1
440,163,377,1
441,163,327,1
442,161,380,1
446,12,381,1
451,105,386,1
457,144,390,1
458,144,391,1
460,208,392,1
461,34,326,1
462,23,24,1
463,256,393,1
464,166,394,1
465,172,395,1
466,172,75,1
467,172,259,1
468,171,396,1
469,134,24,1
470,196,153,1
471,234,327,1
489,2,120,1
490,96,80,1
491,145,24,1
492,243,259,1
494,147,412,1
495,281,413,1
496,156,414,1
497,156,415,1
498,109,416,1
499,109,417,1
500,180,418,1
502,21,421,1
505,183,425,1
507,210,426,1
508,214,427,1
509,228,428,1
510,229,430,1
512,141,432,1
513,217,433,1
514,32,434,1
515,113,435,1
1009,124,0,0
1015,236,0,0
1029,178,1,0
1032,190,1,0
1053,220,2,0
1060,72,4,0
1077,209,5,0
1082,260,5,0
1090,227,7,0
1095,50,8,0
1098,158,8,0
1105,32,9,0
1123,290,10,0
1134,13,12,0
1136,38,12,0
1158,216,12,0
1195,112,15,0
1199,158,15,0
1213,90,17,0
1216,142,17,0
1223,256,17,0
1241,88,19,0
1247,32,20,0
1255,7,21,0
1257,32,21,0
1269,161,22,0
1278,132,23,0
1284,186,23,0
1302,34,24,0
1304,39,24,0
1319,85,24,0
1320,89,24,0
1328,136,24,0
1333,157,24,0
1337,169,24,0
1350,221,24,0
1366,291,24,0
