Dock Index,Enzyme Index,Substrate Index,Label,score,logit,prob,Predicted,Error_Type
1,19,1,1,-1.5417869,-1.5417869,0.17627566,0,False Negative
2,131,2,1,-1.9060926,-1.9060926,0.12942046,0,False Negative
3,131,3,0,1.4654793,1.4654793,0.8123693,1,False Positive
4,131,4,1,-5.3147984,-5.3147984,0.0048941993,0,False Negative
5,246,5,1,-0.13801351,-0.13801351,0.4655513,0,False Negative
11,200,11,1,-11.738031,-11.738031,7.984253e-06,0,False Negative
12,133,12,1,-5.4584136,-5.4584136,0.004242236,0,False Negative
13,181,13,1,-8.470734,-8.470734,0.00020946725,0,False Negative
14,181,14,1,-6.717983,-6.717983,0.0012075147,0,False Negative
15,181,15,1,-7.263779,-7.263779,0.0006999656,0,False Negative
17,242,17,1,-0.75790143,-0.75790143,0.31910205,0,False Negative
18,146,18,1,-4.4870167,-4.4870167,0.011128922,0,False Negative
19,47,19,1,-4.901914,-4.901914,0.007377511,0,False Negative
22,143,22,1,-4.3664126,-4.3664126,0.012537521,0,False Negative
23,97,23,1,-3.5114677,-3.5114677,0.028987695,0,False Negative
24,259,24,1,-4.4105315,-4.4105315,0.012002899,0,False Negative
25,175,25,1,-2.1253693,-2.1253693,0.106655404,0,False Negative
27,216,27,1,-13.374252,-13.374252,1.5546597e-06,0,False Negative
28,157,28,1,-5.0178537,-5.0178537,0.0065751974,0,False Negative
39,118,39,1,-5.3530498,-5.3530498,0.00471139,0,False Negative
40,24,40,1,-0.8417262,-0.8417262,0.30117136,0,False Negative
46,19,46,1,-0.15973401,-0.15973401,0.4601512,0,False Negative
48,44,48,1,-2.8414044,-2.8414044,0.055127338,0,False Negative
49,114,49,1,-4.7634616,-4.7634616,0.008463764,0,False Negative
50,26,50,1,-6.7024846,-6.7024846,0.0012263516,0,False Negative
51,27,51,1,-10.665482,-10.665482,2.3336197e-05,0,False Negative
52,27,52,1,-5.1853557,-5.1853557,0.005566783,0,False Negative
53,27,53,1,-12.273483,-12.273483,4.6740342e-06,0,False Negative
55,291,55,1,-2.0072641,-2.0072641,0.11844234,0,False Negative
56,291,56,1,-1.4292107,-1.4292107,0.1932217,0,False Negative
57,290,50,1,-5.908211,-5.908211,0.0027096805,0,False Negative
59,178,15,1,-5.4385047,-5.4385047,0.004327171,0,False Negative
60,178,58,1,-6.6606183,-6.6606183,0.0012787173,0,False Negative
61,10,1,1,-1.0821184,-1.0821184,0.25310534,0,False Negative
63,99,60,1,-8.8232155,-8.8232155,0.00014725236,0,False Negative
64,230,60,1,-8.757221,-8.757221,0.00015729641,0,False Negative
65,230,61,1,-6.1240363,-6.1240363,0.0021848164,0,False Negative
