enzyme,reaction,label,ecnumber,difficulty,fake_ecnumber,structure_index
93,0,0,1.14.14.-,-1,,-1
204,0,0,1.14.14.126,-1,,-1
216,0,0,1.14.14.91,-1,,-1
251,0,0,1.14.15.4,-1,,-1
321,0,0,1.14.15.4; 1.14.15.5,2,1.14.14.82,-1
401,0,0,,-1,,-1
437,0,0,1.14.15.4,1,1.-.-.-,-1
547,0,0,1.14.15.4,-1,,-1
586,0,0,1.14.13.-,-1,,-1
683,0,0,1.14.15.4,2,1.14.14.166,-1
762,0,0,1.14.15.4,2,1.14.14.45,-1
838,0,0,1.14.14.1; 1.6.2.4,-1,,-1
854,0,1,1.14.15.4,0,,-1
870,0,1,1.14.15.4; 1.14.15.5,0,,-1
941,0,0,1.14.15.4,-1,,-1
960,0,0,1.14.15.4,2,1.14.19.76,-1
1355,0,0,1.14.15.4,2,1.14.19.n5,-1
1364,0,0,1.14.14.51,-1,,-1
1386,0,0,1.14.15.4,-1,,-1
1403,0,0,1.14.15.4,-1,,-1
1433,0,0,1.14.15.4; 1.14.15.5,-1,,-1
51,1,0,1.14.14.154,1,1.-.-.-,-1
101,1,0,1.14.14.154,3,1.14.14.62,-1
114,1,0,1.14.14.154,3,1.14.14.1/1.6.2.4,-1
127,1,0,1.14.14.154,-1,,-1
128,1,0,1.14.14.154,-1,/,-1
170,1,0,1.14.14.154,-1,/,-1
204,1,0,1.14.14.154,3,1.14.14.126,-1
318,1,0,1.14.14.154,-1,/,-1
510,1,0,1.14.14.80,-1,,-1
557,1,0,1.14.14.154,-1,/,-1
563,1,0,1.14.14.154,-1,,-1
584,1,0,1.14.14.154,3,1.14.14.81,-1
591,1,0,1.14.14.154,3,1.14.14.113,-1
612,1,0,,-1,,-1
647,1,0,1.14.14.154,-1,,-1
672,1,0,1.14.14.154,-1,/,-1
673,1,1,1.14.14.154,0,,-1
675,1,1,1.14.14.154,0,,-1
710,1,0,1.14.15.36,-1,,-1
718,1,0,1.14.14.-,-1,,-1
737,1,0,1.14.14.154,-1,,-1
739,1,0,1.14.14.154,1,1.11.2.4,-1
762,1,0,1.14.14.45,-1,,-1
814,1,0,1.14.14.154,-1,,-1
822,1,0,1.14.14.154,3,1.14.14.-,-1
825,1,1,1.14.14.154,0,,-1
838,1,0,1.14.14.1; 1.6.2.4,-1,,-1
891,1,0,1.14.14.154,0,5.3.99.5,-1
942,1,0,1.14.15.8,-1,,-1
984,1,1,1.14.14.154,0,,-1
1071,1,0,1.14.14.154,2,1.14.-.-,-1
1074,1,0,1.14.14.154,2,1.14.-.-,-1
1109,1,0,1.14.14.1,-1,,-1
1125,1,0,1.14.14.154,3,1.14.14.-,-1
1176,1,0,1.14.14.154,2,1.14.13.-,-1
1202,1,1,1.14.14.154,0,,-1
1266,1,0,1.14.14.154,3,1.14.14.107,-1
1275,1,0,1.14.14.154,2,1.14.19.69,-1
1286,1,0,1.14.14.154,3,1.14.14.82,-1
1305,1,0,1.14.14.154,-1,,-1
1327,1,0,1.14.15.36,2,1.14.14.32,-1
1328,1,0,1.14.15.44,-1,,-1
1333,1,1,1.14.14.154,0,,-1
1412,1,0,,-1,,-1
1465,1,0,1.14.14.154,-1,,-1
1486,1,0,,-1,,-1
1499,1,0,1.14.14.154,-1,,-1
1591,1,0,1.14.14.154,-1,,-1
1594,1,0,1.14.14.154,-1,,-1
254,2,0,1.14.14.154,1,1.-.-.-,-1
325,2,0,1.14.14.154,-1,/,-1
470,2,0,1.14.14.154,-1,,-1
663,2,0,1.14.14.154,3,1.14.14.115,-1
673,2,1,1.14.14.154,0,,-1
675,2,1,1.14.14.154,0,,-1
838,2,0,1.14.14.1; 1.6.2.4,-1,,-1
859,2,0,1.14.14.80,-1,,-1
887,2,0,1.14.14.43,-1,,-1
921,2,0,1.14.14.154,3,1.14.14.-,-1
943,2,0,1.14.14.154,1,1.4.1.23,-1
959,2,0,1.14.14.154,3,1.14.14.111,-1
962,2,0,1.14.14.154,-1,/,-1
980,2,0,,-1,,-1
1001,2,0,1.14.14.154,-1,,-1
1041,2,0,1.14.14.154,3,1.14.14.109,-1
1063,2,0,1.14.14.154,-1,/,-1
1336,2,0,1.14.14.154,-1,,-1
1363,2,0,1.14.14.99,-1,,-1
1442,2,0,1.14.14.154,-1,/,-1
1501,2,0,1.14.14.154,-1,,-1
1610,2,0,1.14.14.154,-1,,-1
37,3,0,1.14.14.154,1,1.-.-.-,-1
182,3,0,1.14.14.154,1,1.-.-.-,-1
188,3,0,1.14.14.154,-1,/,-1
199,3,0,,-1,,-1
200,3,0,1.14.14.154,1,1.-.-.-,-1
205,3,0,1.14.14.154,1,1.-.-.-,-1
292,3,0,1.14.14.154,1,1.-.-.-,-1
399,3,0,,-1,,-1
439,3,0,1.14.14.1/1.6.2.4,-1,,-1
623,3,0,1.14.14.154,3,1.14.14.98,-1
640,3,0,1.14.14.154,1,1.-.-.-,-1
673,3,1,1.14.14.154,0,,-1
675,3,1,1.14.14.154,0,,-1
683,3,0,1.14.14.154,3,1.14.14.166,-1
733,3,0,1.14.14.107,-1,,-1
743,3,0,1.14.14.154,-1,/,-1
838,3,0,1.14.14.1; 1.6.2.4,-1,,-1
962,3,0,1.14.14.154,-1,/,-1
1223,3,0,1.14.14.154,-1,/,-1
1269,3,0,1.14.14.154,2,1.14.-.-,-1
1307,3,0,1.14.14.154,-1,,-1
1469,3,0,1.14.14.154,-1,,-1
1591,3,0,1.14.14.154,-1,,-1
