Substrate Index,Enzyme Index,Label,Dock Index,positive_reactions
0,21,0,-1,-1
0,89,0,-1,-1
0,92,0,-1,-1
0,206,0,-1,-1
0,261,0,-1,-1
0,272,0,-1,-1
0,363,0,-1,-1
0,478,0,-1,-1
0,508,0,-1,-1
0,607,0,-1,-1
0,665,0,-1,-1
0,695,0,-1,-1
0,828,0,-1,-1
0,841,1,-1,0
0,843,1,-1,0
0,854,1,-1,0
0,870,1,-1,0
0,942,0,-1,-1
0,1122,0,-1,-1
0,1126,0,-1,-1
0,1285,0,-1,-1
0,1307,0,-1,-1
0,1343,0,-1,-1
0,1370,0,-1,-1
0,1391,0,-1,-1
0,1410,0,-1,-1
0,1413,0,-1,-1
0,1450,0,-1,-1
0,1573,0,-1,-1
1,64,0,-1,-1
1,134,0,-1,-1
1,424,0,-1,-1
1,515,0,-1,-1
1,566,0,-1,-1
1,598,1,-1,1
1,649,0,-1,-1
1,694,0,-1,-1
1,828,0,-1,-1
1,872,0,-1,-1
1,929,0,-1,-1
1,986,1,-1,1
1,1298,0,-1,-1
1,1307,0,-1,-1
1,1378,0,-1,-1
1,1451,0,-1,-1
1,1597,0,-1,-1
2,25,0,-1,-1
2,89,0,-1,-1
2,153,0,-1,-1
2,501,0,-1,-1
2,516,0,-1,-1
2,562,0,-1,-1
2,598,1,-1,2
2,828,0,-1,-1
2,955,0,-1,-1
2,986,1,-1,2
2,998,0,-1,-1
2,1041,0,-1,-1
2,1080,0,-1,-1
2,1107,0,-1,-1
2,1179,0,-1,-1
2,1219,0,-1,-1
2,1278,0,-1,-1
2,1310,0,-1,-1
2,1350,0,-1,-1
2,1442,0,-1,-1
3,54,0,-1,-1
3,189,0,-1,-1
3,247,0,-1,-1
3,252,0,-1,-1
3,316,0,-1,-1
3,332,0,-1,-1
3,335,0,-1,-1
3,357,0,-1,-1
3,378,0,-1,-1
3,528,0,-1,-1
3,573,0,-1,-1
3,598,1,-1,3
3,772,0,-1,-1
3,778,0,-1,-1
3,779,0,-1,-1
3,786,0,-1,-1
3,855,0,-1,-1
3,866,0,-1,-1
3,986,1,-1,3
3,998,0,-1,-1
3,1083,0,-1,-1
3,1106,0,-1,-1
3,1166,0,-1,-1
3,1219,0,-1,-1
3,1249,0,-1,-1
3,1268,0,-1,-1
3,1398,0,-1,-1
3,1421,0,-1,-1
4,69,0,-1,-1
4,185,0,-1,-1
4,259,0,-1,-1
4,503,0,-1,-1
4,678,0,-1,-1
4,739,1,-1,4
4,875,0,-1,-1
4,882,0,-1,-1
4,982,0,-1,-1
4,1291,0,-1,-1
4,1508,0,-1,-1
4,1520,0,-1,-1
4,1621,0,-1,-1
5,197,0,-1,-1
5,335,0,-1,-1
5,369,0,-1,-1
5,414,0,-1,-1
5,625,0,-1,-1
5,739,1,-1,5
5,935,0,-1,-1
5,1175,0,-1,-1
5,1287,0,-1,-1
5,1338,0,-1,-1
5,1364,0,-1,-1
5,1619,0,-1,-1
8,24,1,-1,8
8,27,0,-1,-1
8,53,1,-1,8
8,76,0,-1,-1
8,82,1,-1,8
8,93,0,-1,-1
8,94,0,-1,-1
8,95,0,-1,-1
8,96,0,-1,-1
8,104,0,-1,-1
8,115,0,-1,-1
8,142,0,-1,-1
8,146,0,-1,-1
8,149,0,-1,-1
8,153,0,-1,-1
8,157,0,-1,-1
8,169,0,-1,-1
8,174,0,-1,-1
8,184,0,-1,-1
8,186,0,-1,-1
8,192,0,-1,-1
8,207,0,-1,-1
8,216,0,-1,-1
8,218,0,-1,-1
8,221,0,-1,-1
8,231,0,-1,-1
8,247,0,-1,-1
8,252,0,-1,-1
8,289,0,-1,-1
8,295,0,-1,-1
8,310,0,-1,-1
8,316,0,-1,-1
8,332,0,-1,-1
8,347,0,-1,-1
8,358,0,-1,-1
8,359,0,-1,-1
8,365,0,-1,-1
8,375,0,-1,-1
8,387,0,-1,-1
8,390,0,-1,-1
8,406,0,-1,-1
8,408,0,-1,-1
8,414,0,-1,-1
8,421,0,-1,-1
8,424,0,-1,-1
8,426,0,-1,-1
8,438,0,-1,-1
8,451,0,-1,-1
8,466,0,-1,-1
8,473,0,-1,-1
8,477,0,-1,-1
8,481,0,-1,-1
8,482,1,-1,8
8,505,0,-1,-1
8,507,0,-1,-1
8,508,0,-1,-1
8,549,0,-1,-1
8,565,0,-1,-1
