Substrate Index,Enzyme Index,Label,Dock Index,positive_reactions
0,0,0,-1,-1
0,9,0,-1,-1
0,10,0,-1,-1
0,20,0,-1,-1
0,21,0,-1,-1
0,22,0,-1,-1
0,39,0,-1,-1
0,66,0,-1,-1
0,67,0,-1,-1
0,78,0,-1,-1
0,87,0,-1,-1
0,89,0,-1,-1
0,91,0,-1,-1
0,92,0,-1,-1
0,96,0,-1,-1
0,99,0,-1,-1
0,100,0,-1,-1
0,113,0,-1,-1
0,119,0,-1,-1
0,142,0,-1,-1
0,143,0,-1,-1
0,152,0,-1,-1
0,173,0,-1,-1
0,178,0,-1,-1
0,184,0,-1,-1
0,189,0,-1,-1
0,190,0,-1,-1
0,204,0,-1,-1
0,206,0,-1,-1
0,209,0,-1,-1
0,211,0,-1,-1
0,215,0,-1,-1
0,235,0,-1,-1
0,258,0,-1,-1
0,261,0,-1,-1
0,268,0,-1,-1
0,272,0,-1,-1
0,289,0,-1,-1
0,292,0,-1,-1
0,298,0,-1,-1
0,302,0,-1,-1
0,303,0,-1,-1
0,315,0,-1,-1
0,321,0,-1,-1
0,325,0,-1,-1
0,352,0,-1,-1
0,355,0,-1,-1
0,363,0,-1,-1
0,380,0,-1,-1
0,386,0,-1,-1
0,395,0,-1,-1
0,396,0,-1,-1
0,398,0,-1,-1
0,400,0,-1,-1
0,406,0,-1,-1
0,407,0,-1,-1
0,434,0,-1,-1
0,446,0,-1,-1
0,457,0,-1,-1
0,458,0,-1,-1
0,464,0,-1,-1
0,478,0,-1,-1
0,482,0,-1,-1
0,504,0,-1,-1
0,508,0,-1,-1
0,509,0,-1,-1
0,516,0,-1,-1
0,521,0,-1,-1
0,531,0,-1,-1
0,548,0,-1,-1
0,555,0,-1,-1
0,557,0,-1,-1
0,568,0,-1,-1
0,579,0,-1,-1
0,588,0,-1,-1
0,593,0,-1,-1
0,596,0,-1,-1
0,600,0,-1,-1
0,607,0,-1,-1
0,611,0,-1,-1
0,619,0,-1,-1
0,624,0,-1,-1
0,630,0,-1,-1
0,632,0,-1,-1
0,636,0,-1,-1
0,639,0,-1,-1
0,649,0,-1,-1
0,664,0,-1,-1
0,665,0,-1,-1
0,669,0,-1,-1
0,671,0,-1,-1
0,675,0,-1,-1
0,677,0,-1,-1
0,678,0,-1,-1
0,679,0,-1,-1
0,695,0,-1,-1
0,721,0,-1,-1
0,733,0,-1,-1
0,774,0,-1,-1
0,776,0,-1,-1
0,777,0,-1,-1
0,786,0,-1,-1
0,793,0,-1,-1
0,794,0,-1,-1
0,795,0,-1,-1
0,805,0,-1,-1
0,817,0,-1,-1
0,819,0,-1,-1
0,825,0,-1,-1
0,828,0,-1,-1
0,831,0,-1,-1
0,838,0,-1,-1
0,841,1,-1,0
0,842,1,-1,0
0,843,1,-1,0
0,849,0,-1,-1
0,852,0,-1,-1
0,853,0,-1,-1
0,854,1,-1,0
0,860,0,-1,-1
0,866,0,-1,-1
0,868,0,-1,-1
0,870,1,-1,0
0,871,1,-1,0
0,878,0,-1,-1
0,879,0,-1,-1
0,888,0,-1,-1
0,899,0,-1,-1
0,907,0,-1,-1
0,911,0,-1,-1
0,921,0,-1,-1
0,928,0,-1,-1
0,933,0,-1,-1
0,935,0,-1,-1
0,936,0,-1,-1
0,940,0,-1,-1
0,942,0,-1,-1
0,944,0,-1,-1
0,946,0,-1,-1
0,947,0,-1,-1
0,965,0,-1,-1
0,982,0,-1,-1
0,994,0,-1,-1
0,1003,0,-1,-1
0,1004,0,-1,-1
0,1019,0,-1,-1
0,1050,0,-1,-1
0,1052,0,-1,-1
0,1057,0,-1,-1
0,1059,0,-1,-1
0,1060,0,-1,-1
0,1091,0,-1,-1
0,1100,0,-1,-1
0,1122,0,-1,-1
0,1126,0,-1,-1
0,1130,0,-1,-1
0,1139,0,-1,-1
0,1145,0,-1,-1
0,1155,0,-1,-1
0,1160,0,-1,-1
0,1173,0,-1,-1
0,1175,0,-1,-1
0,1192,0,-1,-1
0,1194,0,-1,-1
0,1229,0,-1,-1
0,1237,0,-1,-1
0,1240,0,-1,-1
0,1252,0,-1,-1
0,1253,0,-1,-1
0,1257,0,-1,-1
0,1270,0,-1,-1
0,1271,0,-1,-1
0,1277,0,-1,-1
0,1285,0,-1,-1
0,1286,0,-1,-1
0,1289,0,-1,-1
0,1296,0,-1,-1
0,1307,0,-1,-1
0,1318,0,-1,-1
0,1332,0,-1,-1
0,1343,0,-1,-1
0,1354,0,-1,-1
0,1359,0,-1,-1
0,1360,0,-1,-1
0,1370,0,-1,-1
0,1372,0,-1,-1
0,1391,0,-1,-1
0,1393,0,-1,-1
0,1409,0,-1,-1
0,1410,0,-1,-1
0,1411,0,-1,-1
0,1413,0,-1,-1
0,1418,0,-1,-1
0,1422,0,-1,-1
0,1434,0,-1,-1
0,1445,0,-1,-1
0,1446,0,-1,-1
0,1450,0,-1,-1
0,1471,0,-1,-1
0,1486,0,-1,-1
0,1487,0,-1,-1
0,1498,0,-1,-1
0,1509,0,-1,-1
0,1510,0,-1,-1
0,1517,0,-1,-1
0,1535,0,-1,-1
0,1540,0,-1,-1
0,1547,0,-1,-1
0,1549,0,-1,-1
0,1557,0,-1,-1
0,1573,0,-1,-1
0,1592,0,-1,-1
0,1593,0,-1,-1
0,1616,0,-1,-1
1,2,0,-1,-1
1,4,0,-1,-1
1,13,0,-1,-1
1,26,0,-1,-1
1,39,0,-1,-1
1,40,0,-1,-1
1,47,0,-1,-1
1,64,0,-1,-1
1,73,0,-1,-1
1,75,0,-1,-1
1,78,0,-1,-1
1,80,0,-1,-1
1,86,0,-1,-1
1,88,0,-1,-1
1,94,0,-1,-1
1,99,0,-1,-1
1,110,0,-1,-1
1,116,0,-1,-1
1,120,0,-1,-1
1,121,0,-1,-1
1,122,0,-1,-1
1,124,0,-1,-1
1,129,0,-1,-1
1,134,0,-1,-1
1,138,0,-1,-1
1,142,0,-1,-1
1,143,0,-1,-1
1,161,0,-1,-1
1,162,0,-1,-1
1,164,0,-1,-1
1,168,0,-1,-1
1,170,0,-1,-1
1,190,0,-1,-1
1,199,0,-1,-1
1,201,0,-1,-1
1,204,0,-1,-1
1,207,0,-1,-1
1,208,0,-1,-1
1,211,0,-1,-1
1,236,0,-1,-1
1,237,0,-1,-1
1,241,0,-1,-1
1,252,0,-1,-1
1,257,0,-1,-1
1,258,0,-1,-1
1,260,0,-1,-1
1,265,0,-1,-1
1,274,0,-1,-1
1,281,0,-1,-1
1,301,0,-1,-1
1,302,0,-1,-1
1,303,0,-1,-1
1,312,0,-1,-1
1,314,0,-1,-1
1,315,0,-1,-1
1,321,0,-1,-1
1,322,0,-1,-1
1,328,0,-1,-1
1,345,0,-1,-1
1,357,0,-1,-1
1,362,0,-1,-1
1,366,0,-1,-1
1,371,0,-1,-1
1,383,0,-1,-1
1,387,0,-1,-1
1,390,0,-1,-1
1,391,0,-1,-1
1,399,0,-1,-1
1,411,0,-1,-1
1,413,0,-1,-1
1,420,0,-1,-1
1,424,0,-1,-1
1,429,0,-1,-1
1,434,0,-1,-1
1,444,0,-1,-1
1,458,0,-1,-1
1,460,0,-1,-1
1,461,0,-1,-1
1,462,0,-1,-1
1,467,0,-1,-1
1,469,0,-1,-1
1,471,0,-1,-1
1,474,0,-1,-1
1,482,0,-1,-1
1,486,0,-1,-1
1,490,0,-1,-1
1,494,0,-1,-1
1,508,0,-1,-1
1,515,0,-1,-1
1,536,0,-1,-1
1,537,0,-1,-1
1,539,0,-1,-1
1,542,0,-1,-1
1,547,0,-1,-1
1,548,0,-1,-1
